state,lga,year,total_events,violent_events,boko_haram_events,total_fatalities,violent_fatalities,boko_haram_fatalities,battles,explosions,violence_civilians,latitude,longitude,any_conflict,any_violent_conflict,any_boko_haram,conflict_intensity,high_conflict,cum_violent_events,cum_fatalities,cum_boko_haram_events,first_violent_year,years_since_first_conflict,ever_exposed
Abia,Aba South,1998,1,0,0,5,0,0,0,0,0,5.1065998,7.3667002,1,0,0,No Conflict,0,0,5,0,,,0
Abia,Aba South,2000,4,3,0,502,452,0,3,0,0,5.1065998,7.3667002,1,1,0,Low,0,3,507,0,2000.0,0.0,1
Abia,Aba South,2002,1,0,0,0,0,0,0,0,0,5.1065998,7.3667002,1,0,0,No Conflict,0,3,507,0,,,1
Abia,Aba South,2005,2,1,0,0,0,0,0,0,1,5.1065998,7.3667002,1,1,0,Low,0,4,507,0,2000.0,5.0,1
Abia,Aba South,2008,1,1,0,3,3,0,1,0,0,5.1065998,7.3667002,1,1,0,Low,0,5,510,0,2000.0,8.0,1
Abia,Aba South,2009,3,2,0,10,10,0,2,0,0,5.1065998,7.3667002,1,1,0,Low,0,7,520,0,2000.0,9.0,1
Abia,Aba South,2010,6,6,0,5,5,0,2,0,4,5.1065998,7.3667002,1,1,0,High,1,13,525,0,2000.0,10.0,1
Abia,Aba South,2013,2,1,0,2,2,0,1,0,0,5.1065998,7.3667002,1,1,0,Low,0,14,527,0,2000.0,13.0,1
Abia,Aba South,2014,2,1,0,0,0,0,0,0,1,5.1065998,7.3667002,1,1,0,Low,0,15,527,0,2000.0,14.0,1
Abia,Aba South,2015,10,1,0,1,0,0,0,0,1,5.1065998,7.3667002,1,1,0,Low,0,16,528,0,2000.0,15.0,1
Abia,Aba South,2016,18,2,0,19,5,0,1,0,1,5.1065998,7.3667002,1,1,0,Low,0,18,547,0,2000.0,16.0,1
Abia,Aba South,2017,8,5,0,62,62,0,0,0,5,5.1065998,7.3667002,1,1,0,High,1,23,609,0,2000.0,17.0,1
Abia,Aba South,2018,9,2,0,1,0,0,0,1,1,5.1065998,7.3667002,1,1,0,Low,0,25,610,0,2000.0,18.0,1
Abia,Aba South,2019,3,3,0,0,0,0,0,0,3,5.1065998,7.3667002,1,1,0,Low,0,28,610,0,2000.0,19.0,1
Abia,Arochukwu,2009,1,1,0,1,1,0,0,0,1,5.3898001,7.914,1,1,0,Low,0,1,1,0,2009.0,0.0,1
Abia,Arochukwu,2010,1,1,0,0,0,0,0,0,1,5.5342002,7.8892999,1,1,0,Low,0,2,1,0,2009.0,1.0,1
Abia,Arochukwu,2016,1,1,0,0,0,0,1,0,0,5.3898001,7.914,1,1,0,Low,0,3,1,0,2009.0,7.0,1
Abia,Arochukwu,2018,3,3,0,31,31,0,3,0,0,5.4208999,7.9549999,1,1,0,Low,0,6,32,0,2009.0,9.0,1
Abia,Bende,2013,1,1,0,0,0,0,0,0,1,5.7087002,7.6525998,1,1,0,Low,0,1,0,0,2013.0,0.0,1
Abia,Bende,2016,1,1,0,0,0,0,0,0,1,5.5988998,7.6037998,1,1,0,Low,0,2,0,0,2013.0,3.0,1
Abia,Bende,2017,1,1,0,1,1,0,1,0,0,5.5988998,7.6037998,1,1,0,Low,0,3,1,0,2013.0,4.0,1
Abia,Ikwuano,2015,1,0,0,0,0,0,0,0,0,5.474,7.5510001,1,0,0,No Conflict,0,0,0,0,,,0
Abia,Ikwuano,2017,1,0,0,0,0,0,0,0,0,5.4765,7.5490999,1,0,0,No Conflict,0,0,0,0,,,0
Abia,Isiala-Ngwa North,2016,4,3,0,4,4,0,1,0,2,5.3333001,7.3499999,1,1,0,Low,0,3,4,0,2016.0,0.0,1
Abia,Isiala-Ngwa South,2016,1,0,0,0,0,0,0,0,0,5.3571,7.3877001,1,0,0,No Conflict,0,0,0,0,,,0
Abia,Isiala-Ngwa South,2017,1,1,0,45,45,0,0,0,1,5.3571,7.3877001,1,1,0,Low,0,1,45,0,2017.0,0.0,1
Abia,Isiala-Ngwa South,2019,2,1,0,0,0,0,0,0,1,5.3571,7.3877001,1,1,0,Low,0,2,45,0,2017.0,2.0,1
Abia,Isiukwuato,2012,1,0,0,0,0,0,0,0,0,5.8558002,7.5118999,1,0,0,No Conflict,0,0,0,0,,,0
Abia,Isiukwuato,2016,1,1,0,5,5,0,0,0,1,5.7315998,7.5015998,1,1,0,Low,0,1,5,0,2016.0,0.0,1
Abia,Obi Ngwa,2006,1,1,0,5,5,0,1,0,0,5.1476998,7.5086999,1,1,0,Low,0,1,5,0,2006.0,0.0,1
Abia,Obi Ngwa,2008,1,1,0,0,0,0,0,0,1,5.1666999,7.4000001,1,1,0,Low,0,2,5,0,2006.0,2.0,1
Abia,Ohafia,2015,1,0,0,0,0,0,0,0,0,5.6339998,7.7726002,1,0,0,No Conflict,0,0,0,0,,,0
Abia,Ohafia,2016,1,0,0,0,0,0,0,0,0,5.6261001,7.8305998,1,0,0,No Conflict,0,0,0,0,,,0
Abia,Ohafia,2017,2,1,0,3,3,0,1,0,0,5.5504999,7.8136001,1,1,0,Low,0,1,3,0,2017.0,0.0,1
Abia,Ohafia,2018,1,1,0,0,0,0,0,1,0,5.6311002,7.8302002,1,1,0,Low,0,2,3,0,2017.0,1.0,1
Abia,Osisioma Ngwa,2010,1,1,0,2,2,0,1,0,0,5.1167002,7.3333001,1,1,0,Low,0,1,2,0,2010.0,0.0,1
Abia,Osisioma Ngwa,2015,2,1,0,0,0,0,1,0,0,5.1598001,7.3224001,1,1,0,Low,0,2,2,0,2010.0,5.0,1
Abia,Osisioma Ngwa,2016,1,0,0,0,0,0,0,0,0,5.1598001,7.3224001,1,0,0,No Conflict,0,2,2,0,,,1
Abia,Osisioma Ngwa,2017,2,1,0,10,10,0,0,0,1,5.1167002,7.3333001,1,1,0,Low,0,3,12,0,2010.0,7.0,1
Abia,Osisioma Ngwa,2018,2,2,0,13,13,0,1,0,1,5.1999998,7.3000002,1,1,0,Low,0,5,25,0,2010.0,8.0,1
Abia,Ugwunagbo,2006,1,1,0,1,1,0,0,0,1,5.0,7.3667002,1,1,0,Low,0,1,1,0,2006.0,0.0,1
Abia,Ukwa East,2016,1,0,0,0,0,0,0,0,0,4.8868999,7.3569002,1,0,0,No Conflict,0,0,0,0,,,0
Abia,Ukwa West,2000,1,1,0,0,0,0,0,0,1,5.0132999,7.2585001,1,1,0,Low,0,1,0,0,2000.0,0.0,1
Abia,Ukwa West,2005,1,0,0,0,0,0,0,0,0,4.8846002,7.1736002,1,0,0,No Conflict,0,1,0,0,,,1
Abia,Ukwa West,2010,1,1,0,0,0,0,0,0,1,4.8846002,7.1736002,1,1,0,Low,0,2,0,0,2000.0,10.0,1
Abia,Ukwa West,2015,1,0,0,0,0,0,0,0,0,4.9418998,7.2596998,1,0,0,No Conflict,0,2,0,0,,,1
Abia,Ukwa West,2016,1,0,0,0,0,0,0,0,0,4.9130001,7.3193998,1,0,0,No Conflict,0,2,0,0,,,1
Abia,Ukwa West,2017,1,1,0,45,45,0,0,0,1,4.9418998,7.2596998,1,1,0,Low,0,3,45,0,2000.0,17.0,1
Abia,Ukwa West,2018,2,1,0,1,1,0,1,0,0,4.9428,7.2620001,1,1,0,Low,0,4,46,0,2000.0,18.0,1
Abia,Umu-Nneochi,2008,1,1,0,4,4,0,1,0,0,5.9896002,7.4617,1,1,0,Low,0,1,4,0,2008.0,0.0,1
Abia,Umuahia North,2000,1,1,0,2,2,0,1,0,0,5.5263,7.4896002,1,1,0,Low,0,1,2,0,2000.0,0.0,1
Abia,Umuahia North,2002,1,1,0,0,0,0,0,1,0,5.5263,7.4896002,1,1,0,Low,0,2,2,0,2000.0,2.0,1
Abia,Umuahia North,2009,1,1,0,0,0,0,1,0,0,5.5263,7.4896002,1,1,0,Low,0,3,2,0,2000.0,9.0,1
Abia,Umuahia North,2010,4,3,0,1,1,0,0,0,3,5.5263,7.4896002,1,1,0,Low,0,6,3,0,2000.0,10.0,1
Abia,Umuahia North,2014,2,0,0,0,0,0,0,0,0,5.5263,7.4896002,1,0,0,No Conflict,0,6,3,0,,,1
Abia,Umuahia North,2015,9,0,0,0,0,0,0,0,0,5.5263,7.4896002,1,0,0,No Conflict,0,6,3,0,,,1
Abia,Umuahia North,2016,10,0,0,1,0,0,0,0,0,5.5263,7.4896002,1,0,0,No Conflict,0,6,4,0,,,1
Abia,Umuahia North,2017,10,4,0,62,60,0,1,0,3,5.5263,7.4896002,1,1,0,High,1,10,66,0,2000.0,17.0,1
Abia,Umuahia North,2018,9,5,0,38,38,0,0,0,5,5.5263,7.4896002,1,1,0,High,1,15,104,0,2000.0,18.0,1
Abia,Umuahia North,2019,3,0,0,0,0,0,0,0,0,5.5263,7.4896002,1,0,0,No Conflict,0,15,104,0,,,1
Abia,Umuahia South,2014,1,1,0,0,0,0,0,0,1,5.4622998,7.4400001,1,1,0,Low,0,1,0,0,2014.0,0.0,1
Abia,Umuahia South,2015,1,0,0,0,0,0,0,0,0,5.5137,7.4475002,1,0,0,No Conflict,0,1,0,0,,,1
Adamawa,Demsa,2005,2,2,0,2,2,0,1,0,1,9.2934999,11.8078,1,1,0,Low,0,2,2,0,2005.0,0.0,1
Adamawa,Demsa,2011,1,0,0,0,0,0,0,0,0,9.2934999,11.8078,1,0,0,No Conflict,0,2,2,0,,,1
Adamawa,Demsa,2016,3,3,1,28,28,8,1,0,2,9.4666996,12.15,1,1,1,Low,0,5,30,1,2005.0,11.0,1
Adamawa,Demsa,2017,5,5,0,38,38,0,2,0,3,9.4022999,11.9157,1,1,0,High,1,10,68,1,2005.0,12.0,1
Adamawa,Demsa,2018,8,8,0,84,84,0,1,6,1,9.4499998,12.0667,1,1,0,High,1,18,152,1,2005.0,13.0,1
Adamawa,Demsa,2019,2,2,0,4,4,0,0,0,2,9.4095001,11.995,1,1,0,Low,0,20,156,1,2005.0,14.0,1
Adamawa,Fufore,2005,1,1,0,0,0,0,1,0,0,8.9666996,12.6167,1,1,0,Low,0,1,0,0,2005.0,0.0,1
Adamawa,Fufore,2014,1,1,0,0,0,0,0,0,1,9.2166996,12.65,1,1,0,Low,0,2,0,0,2005.0,9.0,1
Adamawa,Fufore,2017,1,1,0,0,0,0,0,0,1,8.8500004,12.5833,1,1,0,Low,0,3,0,0,2005.0,12.0,1
Adamawa,Fufore,2018,8,7,0,29,29,0,1,0,6,8.9666996,12.6167,1,1,0,High,1,10,29,0,2005.0,13.0,1
Adamawa,Ganye,2011,1,1,0,20,20,0,0,0,1,8.3000002,12.0333,1,1,0,Low,0,1,20,0,2011.0,0.0,1
Adamawa,Ganye,2013,2,2,2,25,25,25,1,0,1,8.4333,12.0667,1,1,1,Low,0,3,45,2,2011.0,2.0,1
Adamawa,Girei,2002,1,1,0,2,2,0,0,0,1,9.2833004,12.4667,1,1,0,Low,0,1,2,0,2002.0,0.0,1
Adamawa,Girei,2011,1,0,0,0,0,0,0,0,0,9.2833004,12.4667,1,0,0,No Conflict,0,1,2,0,,,1
Adamawa,Girei,2012,1,1,0,0,0,0,0,0,1,9.2833004,12.4667,1,1,0,Low,0,2,2,0,2002.0,10.0,1
Adamawa,Girei,2013,3,3,1,5,5,2,1,0,2,10.1478,12.4325,1,1,1,Low,0,5,7,1,2002.0,11.0,1
Adamawa,Girei,2014,2,2,1,11,11,7,1,0,1,10.2737,12.6865,1,1,1,Low,0,7,18,2,2002.0,12.0,1
Adamawa,Girei,2016,5,5,1,54,54,20,2,1,2,9.3667002,12.55,1,1,1,High,1,12,72,3,2002.0,14.0,1
Adamawa,Girei,2017,1,1,0,3,3,0,1,0,0,9.3667002,12.55,1,1,0,Low,0,13,75,3,2002.0,15.0,1
Adamawa,Girei,2018,2,2,1,6,6,5,0,0,2,9.3344002,12.456,1,1,1,Low,0,15,81,4,2002.0,16.0,1
Adamawa,Girei,2019,2,2,0,5,5,0,0,0,2,9.3667002,12.55,1,1,0,Low,0,17,86,4,2002.0,17.0,1
Adamawa,Gombi,2005,1,1,0,2,2,0,1,0,0,10.1614,12.7399,1,1,0,Low,0,1,2,0,2005.0,0.0,1
Adamawa,Gombi,2011,2,2,2,21,21,21,1,0,1,10.1614,12.7399,1,1,1,Low,0,3,23,2,2005.0,6.0,1
Adamawa,Gombi,2014,5,5,4,25,25,14,3,0,2,10.1614,12.7399,1,1,1,High,1,8,48,6,2005.0,9.0,1
Adamawa,Gombi,2015,4,3,4,20,20,20,2,1,0,10.1614,12.7399,1,1,1,Low,0,11,68,10,2005.0,10.0,1
Adamawa,Gombi,2016,3,3,1,18,18,10,2,1,0,9.3984003,12.3644,1,1,1,Low,0,14,86,11,2005.0,11.0,1
Adamawa,Gombi,2017,1,1,1,7,7,7,0,0,1,10.1614,12.7399,1,1,1,Low,0,15,93,12,2005.0,12.0,1
Adamawa,Gombi,2018,1,0,0,0,0,0,0,0,0,10.1614,12.7399,1,0,0,No Conflict,0,15,93,12,,,1
Adamawa,Guyuk,2018,1,1,0,5,5,0,0,0,1,9.9055996,11.9283,1,1,0,Low,0,1,5,0,2018.0,0.0,1
Adamawa,Guyuk,2019,1,0,0,0,0,0,0,0,0,9.9055996,11.9283,1,0,0,No Conflict,0,1,5,0,,,1
Adamawa,Hong,2013,1,1,0,11,11,0,1,0,0,10.3773,12.7645,1,1,0,Low,0,1,11,0,2013.0,0.0,1
Adamawa,Hong,2014,12,12,12,84,84,84,4,0,8,10.1525,12.9385,1,1,1,High,1,13,95,12,2013.0,1.0,1
Adamawa,Hong,2015,8,8,7,72,72,71,3,1,4,10.2317,12.9304,1,1,1,High,1,21,167,19,2013.0,2.0,1
Adamawa,Hong,2017,2,2,1,6,6,4,1,1,0,10.3891,12.9792,1,1,1,Low,0,23,173,20,2013.0,4.0,1
Adamawa,Jada,2016,1,0,0,0,0,0,0,0,0,8.7666998,12.15,1,0,0,No Conflict,0,0,0,0,,,0
Adamawa,Jada,2018,2,1,0,11,9,0,0,0,1,8.5,12.2833,1,1,0,Low,0,1,11,0,2018.0,0.0,1
Adamawa,Lamurde,2012,2,2,0,16,16,0,0,0,2,9.6000004,11.8,1,1,0,Low,0,2,16,0,2012.0,0.0,1
Adamawa,Lamurde,2018,2,2,0,1,1,0,0,0,2,9.6499996,11.8167,1,1,0,Low,0,4,17,0,2012.0,6.0,1
Adamawa,Madagali,2012,1,1,1,5,5,5,1,0,0,10.7994,13.4622,1,1,1,Low,0,1,5,1,2012.0,0.0,1
Adamawa,Madagali,2013,2,2,2,13,13,13,0,0,2,10.8864,13.63,1,1,1,Low,0,3,18,3,2012.0,1.0,1
Adamawa,Madagali,2014,31,29,29,311,311,310,9,1,19,10.8864,13.63,1,1,1,High,1,32,329,32,2012.0,2.0,1
Adamawa,Madagali,2015,22,22,21,367,367,354,7,3,12,10.8864,13.63,1,1,1,High,1,54,696,53,2012.0,3.0,1
Adamawa,Madagali,2016,9,7,5,101,101,97,2,1,4,10.8864,13.63,1,1,1,High,1,61,797,58,2012.0,4.0,1
Adamawa,Madagali,2017,26,20,25,96,94,95,11,3,6,10.7994,13.4622,1,1,1,High,1,81,893,83,2012.0,5.0,1
Adamawa,Madagali,2018,10,10,9,36,36,33,3,3,4,10.7994,13.4622,1,1,1,High,1,91,929,92,2012.0,6.0,1
Adamawa,Madagali,2019,11,9,11,20,18,20,6,0,3,10.7411,13.4147,1,1,1,High,1,100,949,103,2012.0,7.0,1
Adamawa,Maiha,2012,2,2,1,40,40,10,1,0,1,9.9955997,13.2181,1,1,1,Low,0,2,40,1,2012.0,0.0,1
Adamawa,Maiha,2013,1,1,0,10,10,0,0,0,1,9.8667002,13.2167,1,1,0,Low,0,3,50,1,2012.0,1.0,1
Adamawa,Maiha,2014,2,2,2,75,75,75,2,0,0,9.9955997,13.2181,1,1,1,Low,0,5,125,3,2012.0,2.0,1
Adamawa,Maiha,2015,1,1,1,0,0,0,1,0,0,9.9955997,13.2181,1,1,1,Low,0,6,125,4,2012.0,3.0,1
Adamawa,Mayo-Belwa,2018,4,4,0,20,20,0,0,0,4,9.1184998,12.0166,1,1,0,High,1,4,20,0,2018.0,0.0,1
Adamawa,Michika,2008,1,0,0,1,0,0,0,0,0,10.6159,13.3849,1,0,0,No Conflict,0,0,1,0,,,0
Adamawa,Michika,2011,1,0,0,1,0,0,0,0,0,10.6159,13.3849,1,0,0,No Conflict,0,0,2,0,,,0
Adamawa,Michika,2013,1,1,1,16,16,16,0,0,1,10.6159,13.3849,1,1,1,Low,0,1,18,1,2013.0,0.0,1
Adamawa,Michika,2014,18,18,17,520,520,520,7,0,11,10.5662,13.3198,1,1,1,High,1,19,538,18,2013.0,1.0,1
Adamawa,Michika,2015,12,10,10,93,60,60,6,0,4,10.5167,13.2667,1,1,1,High,1,29,631,28,2013.0,2.0,1
Adamawa,Michika,2017,1,1,0,4,4,0,0,0,1,10.6264,13.5423,1,1,0,Low,0,30,635,28,2013.0,4.0,1
Adamawa,Michika,2018,2,2,2,1,1,1,1,0,1,10.6159,13.3849,1,1,1,Low,0,32,636,30,2013.0,5.0,1
Adamawa,Michika,2019,2,1,2,16,16,16,1,0,0,10.7447,13.3325,1,1,1,Low,0,33,652,32,2013.0,6.0,1
Adamawa,Mubi North,2011,1,0,0,1,0,0,0,0,0,10.2676,13.2644,1,0,0,No Conflict,0,0,1,0,,,0
Adamawa,Mubi North,2012,12,9,5,72,72,53,0,5,4,10.2676,13.2644,1,1,1,High,1,9,73,5,2012.0,0.0,1
Adamawa,Mubi North,2013,2,2,2,22,22,22,1,0,1,10.3139,13.2645,1,1,1,Low,0,11,95,7,2012.0,1.0,1
Adamawa,Mubi North,2014,14,12,12,318,318,318,6,3,3,10.2676,13.2644,1,1,1,High,1,23,413,19,2012.0,2.0,1
Adamawa,Mubi North,2015,4,3,4,12,12,12,3,0,0,10.2676,13.2644,1,1,1,Low,0,26,425,23,2012.0,3.0,1
Adamawa,Mubi North,2017,1,1,1,50,50,50,0,1,0,10.2676,13.2644,1,1,1,Low,0,27,475,24,2012.0,5.0,1
Adamawa,Mubi North,2018,3,3,2,22,22,21,0,2,1,10.2676,13.2644,1,1,1,Low,0,30,497,26,2012.0,6.0,1
Adamawa,Mubi South,2014,1,1,1,20,20,20,0,0,1,10.1454,13.3342,1,1,1,Low,0,1,20,1,2014.0,0.0,1
Adamawa,Mubi South,2015,1,1,1,0,0,0,1,0,0,10.1529,13.2985,1,1,1,Low,0,2,20,2,2014.0,1.0,1
Adamawa,Numan,2003,1,1,0,0,0,0,1,0,0,9.4666996,12.0333,1,1,0,Low,0,1,0,0,2003.0,0.0,1
Adamawa,Numan,2004,3,3,0,0,0,0,2,0,1,9.4666996,12.0333,1,1,0,Low,0,4,0,0,2003.0,1.0,1
Adamawa,Numan,2013,1,0,0,0,0,0,0,0,0,9.4666996,12.0333,1,0,0,No Conflict,0,4,0,0,,,1
Adamawa,Numan,2017,4,4,0,44,44,0,1,0,3,9.4666996,12.0333,1,1,0,High,1,8,44,0,2003.0,14.0,1
Adamawa,Numan,2018,21,21,0,100,100,0,3,0,18,9.4666996,12.0333,1,1,0,High,1,29,144,0,2003.0,15.0,1
Adamawa,Numan,2019,4,4,0,11,11,0,0,0,4,9.3832998,11.6167,1,1,0,High,1,33,155,0,2003.0,16.0,1
Adamawa,Shelleng,2015,1,1,1,10,10,10,0,0,1,10.0352,12.1544,1,1,1,Low,0,1,10,1,2015.0,0.0,1
Adamawa,Shelleng,2018,3,3,0,8,8,0,1,0,2,9.6667004,12.1833,1,1,0,Low,0,4,18,1,2015.0,3.0,1
Adamawa,Song,2003,2,2,0,100,100,0,1,0,1,9.7797003,12.4217,1,1,0,Low,0,2,100,0,2003.0,0.0,1
Adamawa,Song,2013,3,3,0,9,9,0,2,0,1,9.8243999,12.625,1,1,0,Low,0,5,109,0,2003.0,10.0,1
Adamawa,Song,2018,3,3,0,19,19,0,2,0,1,9.8243999,12.625,1,1,0,Low,0,8,128,0,2003.0,15.0,1
Adamawa,Toungo,2014,2,2,0,8,8,0,0,0,2,8.1167002,12.05,1,1,0,Low,0,2,8,0,2014.0,0.0,1
Adamawa,Toungo,2017,1,1,0,5,5,0,0,0,1,8.1167002,12.05,1,1,0,Low,0,3,13,0,2014.0,3.0,1
Adamawa,Yola North,1999,1,1,0,0,0,0,0,0,1,9.1999998,12.4833,1,1,0,Low,0,1,0,0,1999.0,0.0,1
Adamawa,Yola North,2002,1,1,0,14,14,0,1,0,0,9.1999998,12.4833,1,1,0,Low,0,2,14,0,1999.0,3.0,1
Adamawa,Yola North,2008,1,1,0,0,0,0,1,0,0,9.1999998,12.4833,1,1,0,Low,0,3,14,0,1999.0,9.0,1
Adamawa,Yola North,2010,3,2,0,0,0,0,0,0,2,9.1999998,12.4833,1,1,0,Low,0,5,14,0,1999.0,11.0,1
Adamawa,Yola North,2011,3,0,0,3,0,0,0,0,0,9.1999998,12.4833,1,0,0,No Conflict,0,5,17,0,,,1
Adamawa,Yola North,2012,9,8,3,36,36,10,2,1,5,9.1999998,12.4833,1,1,1,High,1,13,53,3,1999.0,13.0,1
Adamawa,Yola North,2013,5,3,1,10,10,6,1,0,2,9.1999998,12.4833,1,1,1,Low,0,16,63,4,1999.0,14.0,1
Adamawa,Yola North,2014,7,3,2,24,24,17,2,1,0,9.1999998,12.4833,1,1,1,Low,0,19,87,6,1999.0,15.0,1
Adamawa,Yola North,2015,9,7,3,99,99,95,1,5,1,9.1999998,12.4833,1,1,1,High,1,26,186,9,1999.0,16.0,1
Adamawa,Yola North,2016,4,0,0,0,0,0,0,0,0,9.1999998,12.4833,1,0,0,No Conflict,0,26,186,9,,,1
Adamawa,Yola North,2017,5,4,1,16,16,0,3,0,1,9.1999998,12.4833,1,1,1,High,1,30,202,10,1999.0,18.0,1
Adamawa,Yola North,2018,8,2,2,6,5,5,2,0,0,9.1999998,12.45,1,1,1,Low,0,32,208,12,1999.0,19.0,1
Adamawa,Yola North,2019,4,2,0,7,4,0,1,0,1,9.1999998,12.4833,1,1,0,Low,0,34,215,12,1999.0,20.0,1
Akwa Ibom,Abak,2002,1,0,0,0,0,0,0,0,0,4.9797001,7.7916999,1,0,0,No Conflict,0,0,0,0,,,0
Akwa Ibom,Abak,2017,1,0,0,0,0,0,0,0,0,4.9797001,7.7916999,1,0,0,No Conflict,0,0,0,0,,,0
Akwa Ibom,Abak,2018,1,1,0,1,1,0,0,0,1,4.9797001,7.7916999,1,1,0,Low,0,1,1,0,2018.0,0.0,1
Akwa Ibom,Abak,2019,1,1,0,0,0,0,0,0,1,4.9797001,7.7916999,1,1,0,Low,0,2,1,0,2018.0,1.0,1
Akwa Ibom,Eastern Obolo,2016,1,1,0,2,2,0,1,0,0,4.5395002,7.7516999,1,1,0,Low,0,1,2,0,2016.0,0.0,1
Akwa Ibom,Eket,1998,1,0,0,0,0,0,0,0,0,4.6412001,7.9208999,1,0,0,No Conflict,0,0,0,0,,,0
Akwa Ibom,Eket,1999,2,0,0,0,0,0,0,0,0,4.6412001,7.9208999,1,0,0,No Conflict,0,0,0,0,,,0
Akwa Ibom,Eket,2006,1,1,0,0,0,0,0,0,1,4.6412001,7.9208999,1,1,0,Low,0,1,0,0,2006.0,0.0,1
Akwa Ibom,Eket,2008,2,2,0,2,2,0,0,0,2,4.6412001,7.9208999,1,1,0,Low,0,3,2,0,2006.0,2.0,1
Akwa Ibom,Eket,2009,2,2,0,0,0,0,2,0,0,4.6412001,7.9208999,1,1,0,Low,0,5,2,0,2006.0,3.0,1
Akwa Ibom,Eket,2013,4,2,0,5,5,0,1,0,1,4.6412001,7.9208999,1,1,0,Low,0,7,7,0,2006.0,7.0,1
Akwa Ibom,Eket,2014,2,0,0,0,0,0,0,0,0,4.6412001,7.9208999,1,0,0,No Conflict,0,7,7,0,,,1
Akwa Ibom,Eket,2016,2,0,0,0,0,0,0,0,0,4.6412001,7.9208999,1,0,0,No Conflict,0,7,7,0,,,1
Akwa Ibom,Eket,2017,2,0,0,0,0,0,0,0,0,4.6412001,7.9208999,1,0,0,No Conflict,0,7,7,0,,,1
Akwa Ibom,Eket,2018,1,1,0,0,0,0,0,0,1,4.6412001,7.9208999,1,1,0,Low,0,8,7,0,2006.0,12.0,1
Akwa Ibom,Esit-Eket,2013,1,1,0,0,0,0,0,0,1,4.6536002,8.0579996,1,1,0,Low,0,1,0,0,2013.0,0.0,1
Akwa Ibom,Essien Udim,2014,1,0,0,0,0,0,0,0,0,5.1553001,7.6652999,1,0,0,No Conflict,0,0,0,0,,,0
Akwa Ibom,Essien Udim,2016,1,0,0,0,0,0,0,0,0,5.1553001,7.6652999,1,0,0,No Conflict,0,0,0,0,,,0
Akwa Ibom,Essien Udim,2018,1,1,0,0,0,0,1,0,0,5.125,7.6571999,1,1,0,Low,0,1,0,0,2018.0,0.0,1
Akwa Ibom,Etim Ekpo,2015,1,1,0,1,1,0,0,0,1,5.0014,7.6016998,1,1,0,Low,0,1,1,0,2015.0,0.0,1
Akwa Ibom,Etim Ekpo,2017,3,3,0,12,12,0,1,0,2,5.0095,7.6199002,1,1,0,Low,0,4,13,0,2015.0,2.0,1
Akwa Ibom,Etim Ekpo,2018,9,7,0,9,9,0,3,0,4,5.0049,7.6103001,1,1,0,High,1,11,22,0,2015.0,3.0,1
Akwa Ibom,Ibeno,2000,1,0,0,0,0,0,0,0,0,4.5686998,7.9786,1,0,0,No Conflict,0,0,0,0,,,0
Akwa Ibom,Ibeno,2006,2,0,0,2,0,0,0,0,0,4.5678,7.9712,1,0,0,No Conflict,0,0,2,0,,,0
Akwa Ibom,Ibeno,2010,3,1,0,0,0,0,0,0,1,4.5686998,7.9786,1,1,0,Low,0,1,2,0,2010.0,0.0,1
Akwa Ibom,Ibeno,2013,1,0,0,2,0,0,0,0,0,4.5616002,8.2947998,1,0,0,No Conflict,0,1,4,0,,,1
Akwa Ibom,Ibeno,2015,2,1,0,0,0,0,0,0,1,4.5483999,8.0127001,1,1,0,Low,0,2,4,0,2010.0,5.0,1
Akwa Ibom,Ibeno,2016,2,1,0,0,0,0,0,1,0,4.5706,7.9796,1,1,0,Low,0,3,4,0,2010.0,6.0,1
Akwa Ibom,Ibeno,2017,5,0,0,0,0,0,0,0,0,4.5686998,7.9786,1,0,0,No Conflict,0,3,4,0,,,1
Akwa Ibom,Ibesikpo Asutan,2019,1,0,0,0,0,0,0,0,0,4.9710999,7.9356999,1,0,0,No Conflict,0,0,0,0,,,0
Akwa Ibom,Ibiono Ibom,2001,1,1,0,1,1,0,0,0,1,5.1815,7.9341998,1,1,0,Low,0,1,1,0,2001.0,0.0,1
Akwa Ibom,Ibiono Ibom,2011,1,1,0,2,2,0,1,0,0,5.1815,7.9341998,1,1,0,Low,0,2,3,0,2001.0,10.0,1
Akwa Ibom,Ibiono Ibom,2015,3,1,0,2,2,0,0,0,1,5.2182002,7.8817,1,1,0,Low,0,3,5,0,2001.0,14.0,1
Akwa Ibom,Ibiono Ibom,2016,1,0,0,0,0,0,0,0,0,5.1815,7.9341998,1,0,0,No Conflict,0,3,5,0,,,1
Akwa Ibom,Ikot Abasi,1999,1,1,0,0,0,0,0,0,1,4.5647998,7.5478001,1,1,0,Low,0,1,0,0,1999.0,0.0,1
Akwa Ibom,Ikot Abasi,2008,1,1,0,1,1,0,0,0,1,4.5647998,7.5478001,1,1,0,Low,0,2,1,0,1999.0,9.0,1
Akwa Ibom,Ikot Abasi,2018,1,0,0,0,0,0,0,0,0,4.5647998,7.5478001,1,0,0,No Conflict,0,2,1,0,,,1
Akwa Ibom,Ini,2015,1,1,0,0,0,0,0,0,1,5.3554001,7.7508001,1,1,0,Low,0,1,0,0,2015.0,0.0,1
Akwa Ibom,Itu,2000,2,2,0,55,55,0,0,0,2,5.1690998,8.0530996,1,1,0,Low,0,2,55,0,2000.0,0.0,1
