data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3,event_code,subevent_code
4979154,566,NIG1786,1786,01 December 2006,2006,exact date,Violence against civilians,Attack,MEND: Movement for the Emancipation of the Niger Delta,,rebel groups,Civilians (International),,civilians,rebels vs civilians,Western Africa,Nigeria,Bayelsa,Sagbama,,Niger Delta,4.8333001,6,high,Dow Jones Commodities Service,International,MEND attacks Shell facility in Niger Delta,0,1552577639,NGA,Violence against civilians,Attack
4979173,566,NIG1785,1785,29 November 2006,2006,exact date,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Nigeria),,political militias,Civilians (Nigeria),,civilians,political militia vs civilians,Western Africa,Nigeria,Edo,Oredo,,Benin City,6.3351002,5.6275001,high,Agence France Presse,International,Bomb explodes in car,0,1552577639,NGA,Explosions/Remote violence,Remote explosive/landmine/IED
4979217,566,NIG1784,1784,22 November 2006,2006,exact date,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,political militias,Civilians (International),,civilians,political militia vs civilians,Western Africa,Nigeria,Bayelsa,Sagbama,,Niger Delta,4.8333001,6,medium,AP Reuters,International,Hostage killed during rescue attempt,1,1552577639,NGA,Violence against civilians,Attack
4979220,566,NIG1783,1783,22 November 2006,2006,exact date,Battles,Armed clash,Military Forces of Nigeria (1999-2015),,state forces,Unidentified Armed Group (Nigeria),,political militias,military vs political militia,Western Africa,Nigeria,Bayelsa,Sagbama,,Niger Delta,4.8333001,6,medium,AP Reuters,International,Military clashes with militants,0,1552577639,NGA,Battles,Armed clash
4979229,566,NIG1782,1782,21 November 2006,2006,exact date,Riots,Violent demonstration,Rioters (Nigeria),,rioters,,,0,sole rioter action,Western Africa,Nigeria,Lagos,Kosofe,,Ojota,6.5862999,3.3808,high,All Africa,Regional,Riot in Lagos State,0,1552577639,NGA,Riots,Violent demonstration
4979235,566,NIG1781,1781,20 November 2006,2006,exact date,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,political militias,Civilians (Nigeria),,civilians,political militia vs civilians,Western Africa,Nigeria,Rivers,Port-Harcourt,,Port Harcourt,4.7774,7.0134001,high,AP Reuters,International,Armed men attack Nigerian aid group; kill two,2,1552577639,NGA,Violence against civilians,Attack
4979251,566,NIG1779,1779,18 November 2006,2006,exact date,Battles,Armed clash,ANPP: All Nigeria Peoples Party,,political militias,PDP: Peoples Democratic Party,,political militias,political militia vs political militia,Western Africa,Nigeria,Borno,Maiduguri,,Maiduguri,11.8464,13.1603,high,This Day,National,Supporters of both All Nigeria Peoples Party (ANPP) and the People Democratic Party (PDP) engaged in a fight in Maiduguri.,0,1552577639,NGA,Battles,Armed clash
4979252,566,NIG1780,1780,18 November 2006,2006,exact date,Riots,Mob violence,Rioters (Nigeria),ANPP: All Nigeria Peoples Party; PDP: Peoples Democratic Party,rioters,Police Forces of Nigeria (1999-2015),,state forces,military vs rioters,Western Africa,Nigeria,Borno,Maiduguri,,Maiduguri,11.8464,13.1603,high,This Day,National,"In addition to clashing with one another, rioters associated with PDP and ANPP factions engaged in running battles with police who fired tear gas canisters to disperse the mob.",0,1552577639,NGA,Riots,Mob violence
4979274,566,NIG1778,1778,15 November 2006,2006,exact date,Battles,Armed clash,Military Forces of Nigeria (1999-2015),,state forces,Unidentified Armed Group (Nigeria),,political militias,military vs political militia,Western Africa,Nigeria,Bayelsa,Southern Ijaw,,Oporoma,4.8046999,6.0788999,high,Agence France Presse,International,Mililtary repels attack by militants,0,1552577639,NGA,Battles,Armed clash
4979395,566,NIG1777,1777,02 November 2006,2006,exact date,Battles,Armed clash,Black Axe Student Militia,,political militias,Viking 22 Student Militia,,political militias,political militia vs political militia,Western Africa,Nigeria,Ebonyi,Ebonyi,,Abakaliki,6.3162999,8.1169004,high,All Africa,Regional,Two students killed in clashes between Vikings and Black Axe,2,1552577639,NGA,Battles,Armed clash
4979402,566,NIG1776,1776,01 November 2006,2006,exact date,Violence against civilians,Attack,MEND: Movement for the Emancipation of the Niger Delta,,rebel groups,Civilians (International),,civilians,rebels vs civilians,Western Africa,Nigeria,Bayelsa,Sagbama,,Niger Delta,4.8333001,6,high,Dow Jones Commodities Service,International,MEND attacks Shell facility in Niger Delta,0,1552577639,NGA,Violence against civilians,Attack
4979454,566,NIG1775,1775,25 October 2006,2006,exact date,Battles,Armed clash,Unidentified Armed Group (Nigeria),,political militias,Police Forces of Nigeria (1999-2015),,state forces,military vs political militia,Western Africa,Nigeria,Plateau,Kanke,,Pankshin,9.3332996,9.4499998,high,Agence France Presse,International,Clashes between armed youths and police,0,1552577639,NGA,Battles,Armed clash
5131624,566,NIG1774,1774,13 October 2006,2006,exact date,Protests,Excessive force against protesters,Police Forces of Nigeria (1999-2015),,state forces,Protesters (Nigeria),,protesters,military vs protesters,Western Africa,Nigeria,Plateau,Jos North,,Jos,9.9285002,8.8921003,high,Dow Jones International News,International,Police shoot and kill demonstrator during political protest,1,1555958740,NGA,Protests,Excessive force against protesters
4979529,566,NIG1773,1773,13 October 2006,2006,exact date,Riots,Violent demonstration,Rioters (Nigeria),,rioters,,,0,sole rioter action,Western Africa,Nigeria,Plateau,Jos North,,Jos,9.9285002,8.8921003,high,Dow Jones International News,International,Youths rampage through town during political protest,0,1552577639,NGA,Riots,Violent demonstration
4979549,566,NIG1772,1772,10 October 2006,2006,exact date,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,political militias,Civilians (Nigeria),Civilians (International),civilians,political militia vs civilians,Western Africa,Nigeria,Bayelsa,Southern Ijaw,,Oporoma,4.8046999,6.0788999,high,Platts Commodity News,Other,Gunmen attack flow station,0,1552577639,NGA,Violence against civilians,Attack
4979561,566,NIG1771,1771,08 October 2006,2006,exact date,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),,political militias,Civilians (International),,civilians,political militia vs civilians,Western Africa,Nigeria,Rivers,Port-Harcourt,,Port Harcourt,4.7774,7.0134001,high,ISI Emerging Markets Africawire,Other,Militants kidnap oil workers,0,1552577639,NGA,Violence against civilians,Abduction/forced disappearance
4979585,566,NIG1770,1770,05 October 2006,2006,exact date,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,political militias,Civilians (International),,civilians,political militia vs civilians,Western Africa,Nigeria,Rivers,Port-Harcourt,,Port Harcourt,4.7774,7.0134001,high,Dow Jones International News,International,Unidentified attackers kill US national,1,1552577639,NGA,Violence against civilians,Attack
4979608,566,NIG1769,1769,03 October 2006,2006,exact date,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,political militias,Civilians (Niger),,civilians,political militia vs civilians,Western Africa,Nigeria,Kano,Kano Municipal,,Kano,11.9702,8.5044003,high,Agence France Presse,International,Five Nigerien immigrants found murdered,5,1552577639,NGA,Violence against civilians,Attack
4979674,566,NIG1768,1768,25 September 2006,2006,within week,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,political militias,Civilians (Nigeria),,civilians,political militia vs civilians,Western Africa,Nigeria,Abia,Ugwunagbo,,Akanu,5,7.3667002,medium,All Africa,Regional,Unknown group kills official with Independent Petroleum Marketers Association of Nigeria (IPMAN) and family members,1,1552577639,NGA,Violence against civilians,Attack
4979712,566,NIG1767,1767,19 September 2006,2006,exact date,Battles,Armed clash,Unidentified Armed Group (Nigeria),,political militias,Private Security Forces (Nigeria),ANPP: All Nigeria Peoples Party,external/other forces,political militia vs other,Western Africa,Nigeria,Borno,Maiduguri,,Maiduguri,11.8464,13.1603,high,This Day,National,"Twenty suspected assassins yesterday invaded the home of the Borno State Chairman of the All Nigerian Peoples Party (ANPP), Alhaji Mohammed Imam, killing his security guard.",1,1552577639,NGA,Battles,Armed clash
4979746,566,NIG1765,1765,14 September 2006,2006,exact date,Battles,Armed clash,Ekingbo Ethnic Militia (Nigeria),,identity militias,Afiesere Ethnic Militia (Nigeria),,identity militias,communal militia vs communal militia,Western Africa,Nigeria,Delta,Ughelli North,,Ughelli,5.4899001,6.0074,high,Xinhua News,International,Ekingbo and Afiesere ethnic communities clash,0,1552577639,NGA,Battles,Armed clash
4979745,566,NIG1766,1766,14 September 2006,2006,exact date,Battles,Armed clash,Police Forces of Nigeria (1999-2015),,state forces,Ekingbo Ethnic Militia (Nigeria),,identity militias,military vs communal militia,Western Africa,Nigeria,Delta,Ughelli North,,Ughelli,5.4899001,6.0074,high,Xinhua News,International,Ethnic group clashes with police,0,1552577639,NGA,Battles,Armed clash
4979790,566,NIG1763,1763,03 September 2006,2006,exact date,Protests,Peaceful protest,Protesters (Nigeria),,protesters,,,0,sole protester action,Western Africa,Nigeria,Akwa Ibom,Ibeno,,Qua Ibo Mission,4.5678,7.9712,high,Agence France Presse,International,Movement for the Survival of Ethnic Nationalities in the Niger Delta hold protest rally; no injuries reported,0,1552577639,NGA,Protests,Peaceful protest
4979852,566,NIG1762,1762,24 August 2006,2006,exact date,Violence against civilians,Attack,Military Forces of Nigeria (1999-2015),,state forces,Civilians (Nigeria),,civilians,military vs civilians,Western Africa,Nigeria,Rivers,Port-Harcourt,,Port Harcourt,4.7774,7.0134001,high,AP Reuters,International,Nigerian troops attack civilians and burn homes in reprisal for death of their soldier at the hands of militants,0,1552577639,NGA,Violence against civilians,Attack
4979855,566,NIG1761,1761,24 August 2006,2006,exact date,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),,political militias,Civilians (International),,civilians,political militia vs civilians,Western Africa,Nigeria,Rivers,Port-Harcourt,,Port Harcourt,4.7774,7.0134001,high,AP Reuters,International,Militants kidnap oil workers,0,1552577639,NGA,Violence against civilians,Abduction/forced disappearance
4979854,566,NIG1760,1760,24 August 2006,2006,exact date,Battles,Armed clash,Military Forces of Nigeria (1999-2015),,state forces,Unidentified Armed Group (Nigeria),,political militias,military vs political militia,Western Africa,Nigeria,Rivers,Port-Harcourt,,Port Harcourt,4.7774,7.0134001,high,AP Reuters,International,Nigerian troops battle militants,0,1552577639,NGA,Battles,Armed clash
4979886,566,NIG1759,1759,20 August 2006,2006,exact date,Violence against civilians,Attack,Military Forces of Nigeria (1999-2015),,state forces,Civilians (Nigeria),,civilians,military vs civilians,Western Africa,Nigeria,Bayelsa,Ekeremor,,Letugbene,4.8393998,5.5458999,high,International Oil Daily,Other,Military kills civilian hostage during clash with MEND,0,1552577639,NGA,Violence against civilians,Attack
4979889,566,NIG1758,1758,20 August 2006,2006,exact date,Battles,Armed clash,Military Forces of Nigeria (1999-2015),,state forces,MEND: Movement for the Emancipation of the Niger Delta,,rebel groups,military vs rebels,Western Africa,Nigeria,Bayelsa,Ekeremor,,Letugbene,4.8393998,5.5458999,high,International Oil Daily,Other,Military clashes with MEND,0,1552577639,NGA,Battles,Armed clash
4979891,566,NIG1757,1757,19 August 2006,2006,exact date,Battles,Armed clash,Military Forces of Nigeria (1999-2015),,state forces,MEND: Movement for the Emancipation of the Niger Delta,,rebel groups,military vs rebels,Western Africa,Nigeria,Bayelsa,Yenegoa,,Yenagoa,4.9246998,6.2642002,low,Reuters News,International,MEND clashes with Nigerian military,0,1552577639,NGA,Battles,Armed clash
4979908,566,NIG1756,1756,17 August 2006,2006,exact date,Battles,Armed clash,Unidentified Armed Group (Nigeria),,political militias,Police Forces of Nigeria (1999-2015),,state forces,military vs political militia,Western Africa,Nigeria,Rivers,Ahoada East,,Ahoada,5.0739999,6.6535001,high,Agence France Presse,International,Gunmen attack police,0,1552577639,NGA,Battles,Armed clash
4979913,566,NIG1755,1755,16 August 2006,2006,exact date,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),,political militias,Civilians (International),,civilians,political militia vs civilians,Western Africa,Nigeria,Rivers,Port-Harcourt,,Port Harcourt,4.7774,7.0134001,high,Agence France Presse,International,Militants kidnap foreign oil worker,0,1552577639,NGA,Violence against civilians,Abduction/forced disappearance
4979935,566,NIG1754,1754,13 August 2006,2006,exact date,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,political militias,Civilians (International),,civilians,political militia vs civilians,Western Africa,Nigeria,Rivers,Port-Harcourt,,Port Harcourt,4.7774,7.0134001,high,AP Reuters,International,Gunmen attack nightclub,0,1552577640,NGA,Violence against civilians,Attack
4979969,566,NIG1753,1753,08 August 2006,2006,exact date,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),,political militias,Civilians (International),,civilians,political militia vs civilians,Western Africa,Nigeria,Bayelsa,Sagbama,,Niger Delta,4.8333001,6,medium,Agence France Presse,International,Militants kidnap oil workers,0,1552577640,NGA,Violence against civilians,Abduction/forced disappearance
4979988,566,NIG1752,1752,05 August 2006,2006,exact date,Battles,Armed clash,Unidentified Armed Group (Nigeria),,political militias,Unidentified Armed Group (Nigeria),,political militias,political militia vs political militia,Western Africa,Nigeria,Ogun,Ijebu Ode,,Ijebu-Ode,6.8161001,3.9159,high,Panafrican News Agency,Regional,Unidentified rival youth groups engage in turf war; two killed,2,1552577640,NGA,Battles,Armed clash
4980004,566,NIG1751,1751,03 August 2006,2006,exact date,Battles,Armed clash,Military Forces of Nigeria (1999-2015),,state forces,MEND: Movement for the Emancipation of the Niger Delta,,rebel groups,military vs rebels,Western Africa,Nigeria,Delta,Warri South West,,Okerenghigho,5.6222,5.3922,high,AP Reuters,International,MEND battles Nigerian military,0,1552577640,NGA,Battles,Armed clash
4980037,566,NIG1750,1750,29 July 2006,2006,exact date,Battles,Armed clash,Junior Vikings Confraternity,,political militias,Deebam Militia,,political militias,political militia vs political militia,Western Africa,Nigeria,Rivers,Gokana,,Bodo,4.6248002,7.2677002,high,All Africa,Regional,Clashes between rival gangs loyal to prominent local Ogoni politicians,0,1552577640,NGA,Battles,Armed clash
4980070,566,NIG1749,1749,25 July 2006,2006,exact date,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,political militias,Civilians (Nigeria),,civilians,political militia vs civilians,Western Africa,Nigeria,Bayelsa,Southern Ijaw,,Oporoma,4.8046999,6.0788999,medium,This Day (Nigeria),Subnational,Militants attack flow station,0,1552577640,NGA,Violence against civilians,Attack
4980062,566,NIG1748,1748,25 July 2006,2006,exact date,Battles,Armed clash,Military Forces of Nigeria (1999-2015),,state forces,Unidentified Armed Group (Nigeria),,political militias,military vs political militia,Western Africa,Nigeria,Bayelsa,Southern Ijaw,,Oporoma,4.8046999,6.0788999,medium,This Day (Nigeria),Subnational,Militants attack flow station,0,1552577640,NGA,Battles,Armed clash
4980079,566,NIG1747,1747,24 July 2006,2006,exact date,Battles,Armed clash,Junior Vikings Confraternity,,political militias,Deebam Militia,,political militias,political militia vs political militia,Western Africa,Nigeria,Rivers,Gokana,,Bodo,4.6248002,7.2677002,high,Reuters News,International,Clashes between rival gangs; seven dead,7,1552577640,NGA,Battles,Armed clash
4980089,566,NIG1746,1746,23 July 2006,2006,exact date,Battles,Armed clash,Junior Vikings Confraternity,,political militias,Deebam Militia,,political militias,political militia vs political militia,Western Africa,Nigeria,Rivers,Gokana,,Bodo,4.6248002,7.2677002,high,Reuters News,International,Clashes between rival gangs,0,1552577640,NGA,Battles,Armed clash
4980096,566,NIG1744,1744,22 July 2006,2006,exact date,Battles,Armed clash,MASSOB: Movement for the Actualization of a Sovereign State of Biafra,,rebel groups,Police Forces of Nigeria (1999-2015),,state forces,military vs rebels,Western Africa,Nigeria,Anambra,Nnewi North,,Nnewi,6.0198998,6.9148002,high,Agence France Presse,International,MASSOB attacks police station,0,1552577640,NGA,Battles,Armed clash
4980095,566,NIG1745,1745,22 July 2006,2006,exact date,Battles,Armed clash,Junior Vikings Confraternity,,political militias,Deebam Militia,,political militias,political militia vs political militia,Western Africa,Nigeria,Rivers,Gokana,,Bodo,4.6248002,7.2677002,high,Reuters News,International,Clashes between rival gangs,0,1552577640,NGA,Battles,Armed clash
4980101,566,NIG1743,1743,21 July 2006,2006,exact date,Battles,Armed clash,MASSOB: Movement for the Actualization of a Sovereign State of Biafra,,rebel groups,Police Forces of Nigeria (1999-2015),,state forces,military vs rebels,Western Africa,Nigeria,Anambra,Onitsha North,,Onitsha,6.1454,6.7884998,high,IRIN News,Other,MASSOB clashes with police,0,1552577640,NGA,Battles,Armed clash
4980150,566,NIG1742,1742,15 July 2006,2006,exact date,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,political militias,Civilians (Nigeria),,civilians,political militia vs civilians,Western Africa,Nigeria,Plateau,Jos North,,Jos,9.9285002,8.8921003,high,This Day (Nigeria),Subnational,Gunmen attack Commandant-General of Nigeria Security and Civil Defense Corps,0,1552577640,NGA,Violence against civilians,Attack
4980164,566,NIG1741,1741,12 July 2006,2006,exact date,Violence against civilians,Abduction/forced disappearance,MEND: Movement for the Emancipation of the Niger Delta,,rebel groups,Civilians (International),,civilians,rebels vs civilians,Western Africa,Nigeria,Bayelsa,Brass,,Brass,4.3151002,6.2417998,high,Reuters News,International,Gunmen kidnap foreign oil workers,0,1552577640,NGA,Violence against civilians,Abduction/forced disappearance
4980197,566,NIG1740,1740,06 July 2006,2006,exact date,Violence against civilians,Abduction/forced disappearance,MEND: Movement for the Emancipation of the Niger Delta,,rebel groups,Civilians (International),,civilians,rebels vs civilians,Western Africa,Nigeria,Bayelsa,Sagbama,,Niger Delta,4.8333001,6,medium,All Africa,Regional,MEND kidnaps five Korean oil workers,0,1552577640,NGA,Violence against civilians,Abduction/forced disappearance
4980194,566,NIG1739,1739,06 July 2006,2006,exact date,Battles,Armed clash,Military Forces of Nigeria (1999-2015),,state forces,MEND: Movement for the Emancipation of the Niger Delta,,rebel groups,military vs rebels,Western Africa,Nigeria,Bayelsa,Sagbama,,Niger Delta,4.8333001,6,medium,All Africa,Regional,MEND battles Nigerian military,0,1552577640,NGA,Battles,Armed clash
4980288,566,NIG1738,1738,27 June 2006,2006,exact date,Battles,Armed clash,MASSOB: Movement for the Actualization of a Sovereign State of Biafra,,rebel groups,Military Forces of Nigeria (1999-2015),,state forces,military vs rebels,Western Africa,Nigeria,Anambra,Onitsha North,,Onitsha,6.1454,6.7884998,high,Reuters News,International,At least two MASSOB members killed in shootout with security forces,2,1552577640,NGA,Battles,Armed clash
4980361,566,NIG1737,1737,20 June 2006,2006,exact date,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),,political militias,Civilians (International),,civilians,political militia vs civilians,Western Africa,Nigeria,Rivers,Port-Harcourt,,Port Harcourt,4.7774,7.0134001,high,AP Reuters,International,Unidentified militants kidnap two oil industry employees,0,1552577640,NGA,Violence against civilians,Abduction/forced disappearance
4980390,566,NIG1736,1736,16 June 2006,2006,exact date,Violence against civilians,Attack,MASSOB: Movement for the Actualization of a Sovereign State of Biafra,,rebel groups,Civilians (Nigeria),,civilians,rebels vs civilians,Western Africa,Nigeria,Anambra,Onitsha North,,Onitsha,6.1454,6.7884998,high,Reuters News,International,MASSOB clashes with police,0,1552577640,NGA,Violence against civilians,Attack
4980389,566,NIG1735,1735,16 June 2006,2006,exact date,Battles,Armed clash,MASSOB: Movement for the Actualization of a Sovereign State of Biafra,,rebel groups,Police Forces of Nigeria (1999-2015),,state forces,military vs rebels,Western Africa,Nigeria,Anambra,Onitsha North,,Onitsha,6.1454,6.7884998,high,Reuters News,International,MASSOB clashes with police,0,1552577640,NGA,Battles,Armed clash
4980437,566,NIG1734,1734,11 June 2006,2006,exact date,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,political militias,Civilians (Nigeria),Civilians (International),civilians,political militia vs civilians,Western Africa,Nigeria,Bayelsa,Southern Ijaw,,Tebidaba,4.5780001,5.9707999,high,Reuters News,International,Armed militants storm oil production facility,0,1552577640,NGA,Violence against civilians,Attack
4980455,566,NIG1733,1733,07 June 2006,2006,exact date,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),,political militias,Civilians (International),,civilians,political militia vs civilians,Western Africa,Nigeria,Bayelsa,Southern Ijaw,,Gbaran,4.7927999,5.8909998,high,International Oil Daily,Other,Militants abduct oil industry employee,0,1552577640,NGA,Violence against civilians,Abduction/forced disappearance
4980456,566,NIG1732,1732,07 June 2006,2006,exact date,Battles,Armed clash,Unidentified Armed Group (Nigeria),,political militias,Military Forces of Nigeria (1999-2015),,state forces,military vs political militia,Western Africa,Nigeria,Rivers,Asari-Toru,,Sangama,4.7588,6.8200998,high,All Africa,Regional,Militants attack,0,1552577640,NGA,Battles,Armed clash
4980483,566,NIG1731,1731,05 June 2006,2006,exact date,Battles,Armed clash,Unidentified Armed Group (Nigeria),,political militias,Unidentified Armed Group (Nigeria),,political militias,political militia vs political militia,Western Africa,Nigeria,Ogun,Ijebu Ode,,Ijebu-Ode,6.8161001,3.9159,high,Panafrican News Agency,Regional,Unidentified rival youth groups engage in turf war; five killed,5,1552577640,NGA,Battles,Armed clash
4980549,566,NIG1730,1730,27 May 2006,2006,exact date,Battles,Armed clash,ANPP: All Nigeria Peoples Party,,political militias,ANPP: All Nigeria Peoples Party,,political militias,political militia vs political militia,Western Africa,Nigeria,Borno,Maiduguri,,Maiduguri,11.8464,13.1603,high,Daily Trust,National,"Two warring factions of political supporters known as ""ECOMOG"" allegedly loyal to the ruling All Nigeria Peoples Party in Borno state clashed in Maiduguri on Saturday with dozens of people injured.",0,1552577640,NGA,Battles,Armed clash
4980557,566,NIG1729,1729,26 May 2006,2006,exact date,Battles,Armed clash,Military Forces of Nigeria (1999-2015),,state forces,NDV: Niger Delta Vigilant Militia,,political militias,military vs political militia,Western Africa,Nigeria,Rivers,Okrika,,Okrika,4.7416,7.0848999,high,AP Reuters,International,Military raids home of Ateke Tom,0,1552577640,NGA,Battles,Armed clash
4980676,566,NIG1728,1728,12 May 2006,2006,exact date,Battles,Armed clash,Unidentified Armed Group (Nigeria),,political militias,Police Forces of Nigeria (1999-2015),,state forces,military vs political militia,Western Africa,Nigeria,Federal Capital Territory,Abuja Municipal,,Abuja,9.0832996,7.5332999,high,Agence France Presse,International,Policeman shot dead by unknown assailant,1,1552577640,NGA,Battles,Armed clash
4980698,566,NIG1727,1727,10 May 2006,2006,exact date,Violence against civilians,Attack,Military Forces of Nigeria (1999-2015),,state forces,Civilians (Nigeria),,civilians,military vs civilians,Western Africa,Nigeria,Rivers,Degema,,Elem Tombia,4.4499002,6.9899001,high,Reuters News,International,MEND alleges that military razes Nigerian village,0,1552577640,NGA,Violence against civilians,Attack
4980706,566,NIG1726,1726,09 May 2006,2006,exact date,Battles,Armed clash,Military Forces of Nigeria (1999-2015),,state forces,NDV: Niger Delta Vigilant Militia,,political militias,military vs political militia,Western Africa,Nigeria,Rivers,Port-Harcourt,,Port Harcourt,4.7774,7.0134001,medium,Agence France Presse,International,Military raid hideout of Akete Tom (NDV),0,1552577640,NGA,Battles,Armed clash
4980721,566,NIG1725,1725,06 May 2006,2006,exact date,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,political militias,Civilians (Nigeria),Government of Nigeria (2015-),civilians,political militia vs civilians,Western Africa,Nigeria,Rivers,Port-Harcourt,,Port Harcourt,4.7774,7.0134001,high,All Africa,Regional,Unidentified group attacks home of Deputy Speaker,0,1552577640,NGA,Violence against civilians,Attack
4980760,566,NIG1724,1724,29 April 2006,2006,exact date,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Nigeria (1999-2015),,state forces,MEND: Movement for the Emancipation of the Niger Delta,,rebel groups,military vs rebels,Western Africa,Nigeria,Bayelsa,Sagbama,,Niger Delta,4.8333001,6,medium,Agence France Presse,International,Militants carry out car bomb attack on fuel trucks,0,1552577640,NGA,Explosions/Remote violence,Remote explosive/landmine/IED
