data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3,event_code,subevent_code
4975316,566,NIG1987,1987,11 December 2007,2007,exact date,Strategic developments,Looting/property destruction,MEND: Movement for the Emancipation of the Niger Delta,,rebel groups,,,0,sole rebels action,Western Africa,Nigeria,Bayelsa,Sagbama,,Niger Delta,4.8333001,6,medium,Dow Jones International News,International,Property destruction: Members of MEND destroy a Royal Dutch Shell oil pipeline in southern Nigeria.,0,1552577634,NGA,Strategic developments,Looting/property destruction
4975333,566,NIG1986,1986,10 December 2007,2007,exact date,Violence against civilians,Abduction/forced disappearance,MEND: Movement for the Emancipation of the Niger Delta,,rebel groups,Civilians (International),,civilians,rebels vs civilians,Western Africa,Nigeria,Bayelsa,Sagbama,,Niger Delta,4.8333001,6,medium,Voice of America Press Releases and Documents,International,Seven hostages taken from Shell oil facility,0,1552577634,NGA,Violence against civilians,Abduction/forced disappearance
4975346,566,NIG1985,1985,08 December 2007,2007,exact date,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,political militias,Civilians (International),,civilians,political militia vs civilians,Western Africa,Nigeria,Federal Capital Territory,Abuja Municipal,,Abuja,9.0832996,7.5332999,high,All Africa,Regional,UAE businessman killed at home for unknown reasons.,1,1552577634,NGA,Violence against civilians,Attack
4975371,566,NIG1984,1984,06 December 2007,2007,exact date,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,political militias,Civilians (Nigeria),Labour Group (Nigeria),civilians,political militia vs civilians,Western Africa,Nigeria,Bayelsa,Yenegoa,,Yenagoa,4.9246998,6.2642002,low,Reuters News,International,Unidentified militants attack an Italian run oil facility,0,1552577634,NGA,Violence against civilians,Attack
4975404,566,NIG1983,1983,03 December 2007,2007,exact date,Battles,Armed clash,Unidentified Armed Group (Nigeria),,political militias,Police Forces of Nigeria (1999-2015),,state forces,military vs political militia,Western Africa,Nigeria,Rivers,Okrika,,Okrika,4.7416,7.0848999,medium,All Africa,Regional,Policemen escorting a Nigerian Liquefied Natural Gas boat en route to Bonny Island from Port Harcourt was attacked and the escorts were shot.,0,1552577634,NGA,Battles,Armed clash
4975481,566,NIG1982,1982,27 November 2007,2007,exact date,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,political militias,Civilians (Nigeria),,civilians,political militia vs civilians,Western Africa,Nigeria,Rivers,Bonny,,Bonny,4.4521999,7.1680999,medium,Reuters News,International,Pirates in the Bonny River attack an ExxonMobil vessel killing one crew member.,1,1552577634,NGA,Violence against civilians,Attack
4975541,566,NIG1981,1981,18 November 2007,2007,exact date,Battles,Armed clash,Unidentified Armed Group (Nigeria),,political militias,Military Forces of Nigeria (1999-2015),,state forces,military vs political militia,Western Africa,Nigeria,Rivers,Bonny,,Bonny,4.4521999,7.1680999,high,Platts Commodity News,Other,Gunmen attack a Nigeria Liquefied Natural Gas Plant,0,1552577635,NGA,Battles,Armed clash
4975570,566,NIG1980,1980,16 November 2007,2007,exact date,Battles,Armed clash,Unidentified Armed Group (Nigeria),,political militias,Military Forces of Nigeria (1999-2015),,state forces,military vs political militia,Western Africa,Nigeria,Bayelsa,Sagbama,,Niger Delta,4.8333001,6,medium,Dow Jones International News,International,Gunmen in the Niger Delta kill three police guarding an oil station.,3,1552577635,NGA,Battles,Armed clash
4975577,566,NIG1979,1979,15 November 2007,2007,exact date,Battles,Armed clash,Unidentified Armed Group (Nigeria),,political militias,Unidentified Armed Group (Nigeria),,political militias,political militia vs political militia,Western Africa,Nigeria,Kano,Kano Municipal,,Kano,11.9702,8.5044003,low,Associated Press Newswires,International,Supporters of Rival political parties clash after supporters of the candidate Muhammadu Buharis returns are contested.,0,1552577635,NGA,Battles,Armed clash
4975624,566,NIG1978,1978,10 November 2007,2007,within week,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),,political militias,Civilians (Nigeria),,civilians,political militia vs civilians,Western Africa,Nigeria,Bayelsa,Sagbama,,Niger Delta,4.8333001,6,medium,All Africa,Regional,Kidnappers abduct yet another mother of Nigerian Lawmaker.,0,1552577635,NGA,Violence against civilians,Abduction/forced disappearance
4975613,566,NIG1977,1977,10 November 2007,2007,within week,Battles,Armed clash,Unidentified Armed Group (Nigeria),,political militias,Military Forces of Nigeria (1999-2015) Joint Task Force,,state forces,military vs political militia,Western Africa,Nigeria,Rivers,Port-Harcourt,,Port Harcourt,4.7774,7.0134001,high,Xinhua News,International,JTF rescues an August kidnapped Briton in Port Harcourt.,0,1552577635,NGA,Battles,Armed clash
4975633,566,NIG1976,1976,08 November 2007,2007,exact date,Battles,Armed clash,MEND: Movement for the Emancipation of the Niger Delta,Unidentified Armed Group (Nigeria),rebel groups,Military Forces of Nigeria (1999-2015),,state forces,military vs rebels,Western Africa,Nigeria,Rivers,Port-Harcourt,,Port Harcourt,4.7774,7.0134001,high,Reuters News,International,Military battles gangs in Port Harcourt,0,1552577635,NGA,Battles,Armed clash
4975675,566,NIG1973,1973,04 November 2007,2007,exact date,Battles,Armed clash,Unidentified Armed Group (Nigeria),,political militias,Unidentified Armed Group (Nigeria),,political militias,political militia vs political militia,Western Africa,Nigeria,Bayelsa,Sagbama,,Niger Delta,4.8333001,6,medium,Reuters News,International,Shootout between two rival gangs kills 5,5,1552577635,NGA,Battles,Armed clash
4975676,566,NIG1974,1974,04 November 2007,2007,exact date,Battles,Armed clash,Unidentified Armed Group (Nigeria),,political militias,Military Forces of Nigeria (1999-2015),,state forces,military vs political militia,Western Africa,Nigeria,Bayelsa,Sagbama,,Niger Delta,4.8333001,6,medium,Vanguard (Nigeria),National,Nigerian Navy engages militant craft in Cow Vorn Channel,0,1552577635,NGA,Battles,Armed clash
4975669,566,NIG1975,1975,04 November 2007,2007,exact date,Battles,Armed clash,Unidentified Armed Group (Nigeria),,political militias,Police Forces of Nigeria (1999-2015),,state forces,military vs political militia,Western Africa,Nigeria,Rivers,Port-Harcourt,,Port Harcourt,4.7774,7.0134001,low,Vanguard (Nigeria),National,An unidentified group attacks police in Rivers State.,0,1552577635,NGA,Battles,Armed clash
4975745,566,NIG1970,1970,26 October 2007,2007,exact date,Violence against civilians,Abduction/forced disappearance,MEND: Movement for the Emancipation of the Niger Delta,,rebel groups,Civilians (International),,civilians,rebels vs civilians,Western Africa,Nigeria,Bayelsa,Sagbama,,Niger Delta,4.8333001,6,medium,Reuters News,International,MEND kidnaps seven oil workers of the Delta coast.,0,1552577635,NGA,Violence against civilians,Abduction/forced disappearance
4975779,566,NIG1968,1968,22 October 2007,2007,exact date,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,political militias,Civilians (International),,civilians,political militia vs civilians,Western Africa,Nigeria,Bayelsa,Sagbama,,Niger Delta,4.8333001,6,medium,Voice of America Press Releases and Documents,International,Unknown militants,0,1552577635,NGA,Violence against civilians,Attack
4975793,566,NIG1967,1967,21 October 2007,2007,exact date,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),,political militias,Civilians (Nigeria),,civilians,political militia vs civilians,Western Africa,Nigeria,Ekiti,Ikere,,Ikere,7.4913001,5.2322998,high,Reuters News,International,Suspected fetish killers kidnap little boy.,0,1552577635,NGA,Violence against civilians,Abduction/forced disappearance
4975801,566,NIG1966,1966,20 October 2007,2007,exact date,Violence against civilians,Attack,Shiite Muslim Militia (Nigeria),,identity militias,Civilians (Nigeria),,civilians,communal militia vs civilians,Western Africa,Nigeria,Sokoto,Sokoto North,,Sokoto,13.048,5.2143002,high,All Africa,Regional,In the City of Sokoto,0,1552577635,NGA,Violence against civilians,Attack
4975804,566,NIG1965,1965,20 October 2007,2007,exact date,Riots,Mob violence,Rioters (Nigeria),Vigilante Group (Nigeria),rioters,Civilians (Nigeria),,civilians,rioters vs civilians,Western Africa,Nigeria,Lagos,Lagos Island,,Lagos,6.4531002,3.3958001,high,Reuters News,International,A mob kill two suspected fetish killers.,2,1552577635,NGA,Riots,Mob violence
4975806,566,NIG1964,1964,19 October 2007,2007,exact date,Battles,Armed clash,MEND: Movement for the Emancipation of the Niger Delta,,rebel groups,Military Forces of Nigeria (1999-2015),,state forces,military vs rebels,Western Africa,Nigeria,Bayelsa,Sagbama,,Niger Delta,4.8333001,6,medium,Dow Jones International News,International,MEND attackers kill a Naval Officer and injure six enlisted personnel on a gunboat as they attempt to protect an oil facility. MEND looses seven in the fight.,1,1552577635,NGA,Battles,Armed clash
4975856,566,NIG1963,1963,16 October 2007,2007,exact date,Violence against civilians,Abduction/forced disappearance,MEND: Movement for the Emancipation of the Niger Delta,,rebel groups,Civilians (International),,civilians,rebels vs civilians,Western Africa,Nigeria,Bayelsa,Sagbama,,Niger Delta,4.8333001,6,medium,Dow Jones International News,International,MEND claims they have taken three hostages in the Delta Region. This comes as a reaction to the inauguration of Umaru YarAdua,0,1552577635,NGA,Violence against civilians,Abduction/forced disappearance
4975952,566,NIG1962,1962,07 October 2007,2007,exact date,Violence against civilians,Abduction/forced disappearance,Ijaw Ethnic Militia (Nigeria),,identity militias,Civilians (Nigeria),,civilians,communal militia vs civilians,Western Africa,Nigeria,Delta,Udu,,Ogbe-Udu,5.4282999,5.8297,high,Vanguard (Nigeria),National,Kidnapping of Nigerian employee of NBTC; ask for ransom.,0,1552577635,NGA,Violence against civilians,Abduction/forced disappearance
4975964,566,NIG1960,1960,05 October 2007,2007,exact date,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,political militias,Civilians (Nigeria),,civilians,political militia vs civilians,Western Africa,Nigeria,Bayelsa,Sagbama,,Niger Delta,4.8333001,6,medium,Seattle Post-Intelligencer,International,Attackers destroy vice-presidents home,0,1552577635,NGA,Violence against civilians,Attack
4975972,566,NIG1961,1961,05 October 2007,2007,exact date,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),,political militias,Civilians (International),,civilians,political militia vs civilians,Western Africa,Nigeria,Rivers,Port-Harcourt,,Port Harcourt,4.7774,7.0134001,high,All Africa,Regional,Agip worker abducted.,0,1552577635,NGA,Violence against civilians,Abduction/forced disappearance
4975977,566,NIG1959,1959,04 October 2007,2007,exact date,Battles,Armed clash,Unidentified Armed Group (Nigeria),,political militias,Unidentified Armed Group (Nigeria),,political militias,political militia vs political militia,Western Africa,Nigeria,Oyo,Ibadan North West,,Ibadan,7.3878002,3.8964,high,Agence France Presse,International,Political clash between two rival parties,0,1552577635,NGA,Battles,Armed clash
4976015,566,NIG1958,1958,01 October 2007,2007,exact date,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),,political militias,Civilians (Nigeria),,civilians,political militia vs civilians,Western Africa,Nigeria,Bayelsa,Sagbama,,Niger Delta,4.8333001,6,medium,AFX Asia,International,Unknown Militants kidnap 9 South Korean Oil Workers of the Daewoo Corp.,0,1552577635,NGA,Violence against civilians,Abduction/forced disappearance
4976055,566,NIG1957,1957,28 September 2007,2007,exact date,Violence against civilians,Attack,Muslim Militia (Nigeria),,identity militias,Civilians (Nigeria),Christian Group (Nigeria),civilians,communal militia vs civilians,Western Africa,Nigeria,Kano,Kano Municipal,,Kano,11.9702,8.5044003,low,All Africa,Regional,A unknown group of Muslims kill a Christian.,1,1552577635,NGA,Violence against civilians,Attack
4976056,566,NIG1956,1956,28 September 2007,2007,exact date,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,political militias,Civilians (Nigeria),,civilians,political militia vs civilians,Western Africa,Nigeria,Bayelsa,Yenegoa,,Yenagoa,4.9246998,6.2642002,high,All Africa,Regional,Person on motorcycle runs into a crowd of protesting teachers.,0,1552577635,NGA,Violence against civilians,Attack
4976075,566,NIG1955,1955,27 September 2007,2007,exact date,Protests,Protest with intervention,Protesters (Nigeria),,protesters,Military Forces of Nigeria (1999-2015) Joint Task Force,,state forces,military vs protesters,Western Africa,Nigeria,Rivers,Ahoada East,,Ahoada,5.0739999,6.6535001,high,All Africa,Regional,A group of youths,0,1552577635,NGA,Protests,Protest with intervention
4976074,566,NIG1954,1954,27 September 2007,2007,exact date,Battles,Armed clash,NURTW: National Union of Road Transport Workers,,political militias,RTEAN: Road Transport Employers Association of Nigeria,,political militias,political militia vs political militia,Western Africa,Nigeria,Ekiti,Ado Ekiti,,Ado-Ekiti,7.6209998,5.2214999,high,All Africa,Regional,Three feared dead as National Union of Road Transport Workers and Road Transport Employers Association of Nigeria clash. Both organizations are Labor Unions.,3,1552577635,NGA,Battles,Armed clash
4976087,566,NIG1953,1953,26 September 2007,2007,exact date,Violence against civilians,Attack,MEND: Movement for the Emancipation of the Niger Delta,,rebel groups,Civilians (Nigeria),,civilians,rebels vs civilians,Western Africa,Nigeria,Rivers,Port-Harcourt,,Port Harcourt,4.7774,7.0134001,high,All Africa,Regional,MEND kills one,1,1552577635,NGA,Violence against civilians,Attack
4976183,566,NIG1952,1952,16 September 2007,2007,exact date,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,political militias,Civilians (Nigeria),,civilians,political militia vs civilians,Western Africa,Nigeria,Oyo,Ibadan North West,,Ibadan,7.3878002,3.8964,high,All Africa,Regional,An unknown person or persons invaded the home of lawmaker,0,1552577635,NGA,Violence against civilians,Attack
4976197,566,NIG1951,1951,15 September 2007,2007,exact date,Battles,Armed clash,Unidentified Armed Group (Nigeria),,political militias,Military Forces of Nigeria (1999-2015) Joint Task Force,,state forces,military vs political militia,Western Africa,Nigeria,Bayelsa,Sagbama,,Niger Delta,4.8333001,6,medium,All Africa,Regional,The Nigerian Joint Military Task Force has taken 11 suspected militants prisoner as well as 4 suspected pirates in the Niger Delta Region.,0,1552577635,NGA,Battles,Armed clash
4976203,566,NIG1950,1950,14 September 2007,2007,exact date,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,political militias,Civilians (Nigeria),,civilians,political militia vs civilians,Western Africa,Nigeria,Oyo,Ibadan North West,,Ibadan,7.3878002,3.8964,low,All Africa,Regional,A member of the Nigerian House of Representatives was killed by unknown persons,1,1552577635,NGA,Violence against civilians,Attack
4976242,566,NIG1949,1949,10 September 2007,2007,exact date,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,political militias,Civilians (Nigeria),,civilians,political militia vs civilians,Western Africa,Nigeria,Edo,Oredo,,Benin City,6.3351002,5.6275001,high,All Africa,Regional,Militants kill the mother of Sunny Ofehe.,1,1552577635,NGA,Violence against civilians,Attack
4976275,566,NIG1948,1948,07 September 2007,2007,exact date,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),,political militias,Civilians (Nigeria),,civilians,political militia vs civilians,Western Africa,Nigeria,Delta,Udu,,Ogbe-Udu,5.4282999,5.8297,high,Vanguard (Nigeria),National,Kidnappers abduct man.,0,1552577635,NGA,Violence against civilians,Abduction/forced disappearance
4976328,566,NIG1947,1947,02 September 2007,2007,exact date,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),,political militias,Civilians (International),,civilians,political militia vs civilians,Western Africa,Nigeria,Bayelsa,Sagbama,,Niger Delta,4.8333001,6,medium,Xinhua News,International,Militants abduct foreigner of unknown origin.,0,1552577635,NGA,Violence against civilians,Abduction/forced disappearance
4976321,566,NIG1946,1946,02 September 2007,2007,exact date,Battles,Armed clash,Unidentified Armed Group (Nigeria),,political militias,Military Forces of Nigeria (1999-2015),,state forces,military vs political militia,Western Africa,Nigeria,Bayelsa,Sagbama,,Niger Delta,4.8333001,6,medium,Xinhua News,International,Militants kill two Naval members in abduction raid.,2,1552577635,NGA,Battles,Armed clash
4976334,566,NIG1944,1944,01 September 2007,2007,exact date,Battles,Armed clash,Gberesaakoo Boys Militia,,political militias,Military Forces of Nigeria (1999-2015),,state forces,military vs political militia,Western Africa,Nigeria,Bayelsa,Sagbama,,Niger Delta,4.8333001,6,medium,Reuters News,International,Delta Militia known as the Gberesaakoo Boys involve themselves in pre-election violence.,0,1552577635,NGA,Battles,Armed clash
4976342,566,NIG1943,1943,01 September 2007,2007,exact date,Violence against civilians,Abduction/forced disappearance,URGENT Militants,,political militias,Civilians (International),,civilians,political militia vs civilians,Western Africa,Nigeria,Bayelsa,Yenegoa,,Yenagoa,4.9246998,6.2642002,low,Agence France Presse,International,URGENT Militants kidnap 9 South Korean Oil Workers,0,1552577636,NGA,Violence against civilians,Abduction/forced disappearance
4976343,566,NIG1945,1945,01 September 2007,2007,exact date,Violence against civilians,Attack,Gberesaakoo Boys Militia,,political militias,Civilians (Nigeria),,civilians,political militia vs civilians,Western Africa,Nigeria,Bayelsa,Sagbama,,Niger Delta,4.8333001,6,medium,Reuters News,International,Delta Militia known as the Gberesaakoo Boys involve themselves in pre-election violence.,0,1552577636,NGA,Violence against civilians,Attack
5183378,566,NIG1942,1942,21 August 2007,2007,exact date,Battles,Armed clash,Unidentified Armed Group (Nigeria),,political militias,Unidentified Communal Militia (Nigeria),Vigilante Group (Nigeria),identity militias,political militia vs communal militia,Western Africa,Nigeria,Borno,Damboa,,Damboa,11.156,12.7576,high,Xinhua,International,"Five persons have been confirmed dead and several others injured when 500 members of vigilance groups from Damboa of Nigerias northeastern Borno State, clashed with suspected bandits",5,1558387849,NGA,Battles,Armed clash
4976476,566,NIG1941,1941,17 August 2007,2007,within week,Battles,Armed clash,Unidentified Armed Group (Nigeria),,political militias,Military Forces of Nigeria (1999-2015),,state forces,military vs political militia,Western Africa,Nigeria,Rivers,Port-Harcourt,,Port Harcourt,4.7774,7.0134001,high,IRIN News,Other,Military launched an attack in Port Harcourt to rid the city of militants. No deaths reported,0,1552577636,NGA,Battles,Armed clash
4976482,566,NIG1940,1940,16 August 2007,2007,exact date,Violence against civilians,Attack,Sunni Muslim Militia (Nigeria),,identity militias,Civilians (Nigeria),,civilians,communal militia vs civilians,Western Africa,Nigeria,Sokoto,Sokoto North,,Sokoto,13.048,5.2143002,high,Global Insight Daily Analysis,International,Sunni mob beats to death a Shiite Muslim named Mustapha Tela. The Sokoto region is primarily Sunni.,1,1552577636,NGA,Violence against civilians,Attack
4976496,566,NIG1939,1939,15 August 2007,2007,exact date,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,political militias,Civilians (International),,civilians,political militia vs civilians,Western Africa,Nigeria,Bayelsa,Sagbama,,Niger Delta,4.8333001,6,medium,Xinhua News,International,Gunmen disguised as soldiers kidnap three and murder another oil worker in the Niger Delta Region. The victims were both Colombian nationals. MEND denies any involvement,3,1552577636,NGA,Violence against civilians,Attack
4976506,566,NIG1938,1938,14 August 2007,2007,exact date,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,political militias,Civilians (International),,civilians,political militia vs civilians,Western Africa,Nigeria,Rivers,Port-Harcourt,,Port Harcourt,4.7774,7.0134001,high,Associated Press Newswires,International,Dutch foreigner was killed after a business deal goes badly. The victim was given 35,1,1552577636,NGA,Violence against civilians,Attack
4976558,566,NIG1937,1937,09 August 2007,2007,exact date,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,political militias,Civilians (Nigeria),,civilians,political militia vs civilians,Western Africa,Nigeria,Oyo,Ibadan North West,,Ibadan,7.3878002,3.8964,low,Dow Jones International News,International,Lawmaker of ruling party killed by unknown gunmen,1,1552577636,NGA,Violence against civilians,Attack
4976571,566,NIG1936,1936,08 August 2007,2007,exact date,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Nigeria),,political militias,Civilians (Nigeria),Civilians (International),civilians,political militia vs civilians,Western Africa,Nigeria,Rivers,Port-Harcourt,,Port Harcourt,4.7774,7.0134001,high,Xinhua News,International,Militants bomb a government facility in Port Harcourt.,0,1552577636,NGA,Explosions/Remote violence,Remote explosive/landmine/IED
4976648,566,NIG1935,1935,31 July 2007,2007,exact date,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,political militias,Civilians (International),Civilians (Nigeria),civilians,political militia vs civilians,Western Africa,Nigeria,Ondo,Ondo West,,Ondo,7.0932002,4.8353,high,All Africa,Regional,Workers attacked and killed.,0,1552577636,NGA,Violence against civilians,Attack
4976659,566,NIG1934,1934,31 July 2007,2007,exact date,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,political militias,Civilians (Nigeria),,civilians,political militia vs civilians,Western Africa,Nigeria,Bayelsa,Yenegoa,,Yenagoa,4.9246998,6.2642002,low,Dow Jones International News,International,Nigerian civilians killed after being attacked on boat.,0,1552577636,NGA,Violence against civilians,Attack
4976725,566,NIG1933,1933,25 July 2007,2007,exact date,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,political militias,Civilians (International),,civilians,political militia vs civilians,Western Africa,Nigeria,Rivers,Port-Harcourt,,Port Harcourt,4.7774,7.0134001,high,Dow Jones International News,International,Gunmen kill an oil worker in Rivers State.,1,1552577636,NGA,Violence against civilians,Attack
4976733,566,NIG1929,1929,24 July 2007,2007,exact date,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,political militias,Civilians (International),,civilians,political militia vs civilians,Western Africa,Nigeria,Rivers,Port-Harcourt,,Port Harcourt,4.7774,7.0134001,low,Associated Press Newswires,International,Nigerian Oil worker is shot dead at his home in Rovers State.,1,1552577636,NGA,Violence against civilians,Attack
4976742,566,NIG1930,1930,24 July 2007,2007,exact date,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,political militias,Civilians (Nigeria),,civilians,political militia vs civilians,Western Africa,Nigeria,Delta,Oshimili South,,Asaba,6.2006001,6.7339001,low,Associated Press Newswires,International,Politician found dead.,1,1552577636,NGA,Violence against civilians,Attack
4976743,566,NIG1931,1931,24 July 2007,2007,exact date,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),,political militias,Civilians (International),,civilians,political militia vs civilians,Western Africa,Nigeria,Bayelsa,Sagbama,,Niger Delta,4.8333001,6,medium,Reuters News,International,Militants abduct Pakistani construction manager in the Delta Region.,0,1552577636,NGA,Violence against civilians,Abduction/forced disappearance
4976744,566,NIG1928,1928,24 July 2007,2007,exact date,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,political militias,Civilians (International),,civilians,political militia vs civilians,Western Africa,Nigeria,Rivers,Port-Harcourt,,Port Harcourt,4.7774,7.0134001,high,Associated Press Newswires,International,British professor followed and attacked in Rivers State.,0,1552577636,NGA,Violence against civilians,Attack
4976745,566,NIG1932,1932,24 July 2007,2007,exact date,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),,political militias,Civilians (Nigeria),,civilians,political militia vs civilians,Western Africa,Nigeria,Rivers,Port-Harcourt,,Port Harcourt,4.7774,7.0134001,high,All Africa,Regional,A oil production supervisor is kidnapped by militants.,0,1552577636,NGA,Violence against civilians,Abduction/forced disappearance
4976752,566,NIG1927,1927,23 July 2007,2007,exact date,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Nigeria),,political militias,Civilians (Nigeria),,civilians,political militia vs civilians,Western Africa,Nigeria,Rivers,Akuku Toru,,Soku,4.6754999,6.6803002,high,All Africa,Regional,Oil well bombing was determined the work of homemade explosives.,0,1552577636,NGA,Explosions/Remote violence,Remote explosive/landmine/IED
