data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3,event_code,subevent_code
4987816,566,NIG1176,1176,08 December 2003,2003,exact date,Battles,Armed clash,Itsekiri Ethnic Militia (Nigeria),,identity militias,Ijaw Ethnic Militia (Nigeria),,identity militias,communal militia vs communal militia,Western Africa,Nigeria,Delta,Warri South,,Warri,5.5166998,5.75,high,All Africa,Regional,Itsekiri youths launch an attack on a Warri Ijaw community over oil rich land. Five are presumed dead.,5,1552577648,NGA,Battles,Armed clash
4987848,566,NIG1174,1174,04 December 2003,2003,exact date,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,political militias,Civilians (Nigeria),,civilians,political militia vs civilians,Western Africa,Nigeria,Bayelsa,Sagbama,,Niger Delta,4.8333001,6,medium,Associated Press Newswires,International,Gunmen kill at least 24 in an attack on civilians on the heels of election in the area.,24,1552577648,NGA,Violence against civilians,Attack
4987849,566,NIG1175,1175,04 December 2003,2003,exact date,Battles,Armed clash,PDP: Peoples Democratic Party,,political militias,ANPP: All Nigeria Peoples Party,,political militias,political militia vs political militia,Western Africa,Nigeria,Delta,Patani,,Patani,5.2272,6.1924,high,Xinhua News,International,Political violence erupts in Patani,0,1552577648,NGA,Battles,Armed clash
4987870,566,NIG1173,1173,03 December 2003,2003,exact date,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,political militias,Civilians (Nigeria),,civilians,political militia vs civilians,Western Africa,Nigeria,Plateau,Pankshin,,Kanam,9.0500002,9.4167004,high,Reuters News,International,At least 30 villagers of the Kanan district of Plateau State were killed by unknown people who invaded the village.,30,1552577648,NGA,Violence against civilians,Attack
4987859,566,NIG1172,1172,03 December 2003,2003,exact date,Battles,Armed clash,ANPP: All Nigeria Peoples Party,,political militias,PDP: Peoples Democratic Party,,political militias,political militia vs political militia,Western Africa,Nigeria,Kebbi,Birnin Kebbi,,Birnin Kebbi,12.4539,4.1975002,high,Agence France Presse,International,Two are injured,0,1552577648,NGA,Battles,Armed clash
4987874,566,NIG1171,1171,02 December 2003,2003,exact date,Battles,Armed clash,Amadi Ama-Okrika Communal Militia (Nigeria),Unidentified Ethnic Militia (Nigeria),identity militias,Obgunabali-Ikwewe Ethnic Militia (Nigeria),Ogbunabali-Ikwewe Ethnic Militia (Nigeria),identity militias,communal militia vs communal militia,Western Africa,Nigeria,Federal Capital Territory,Abuja Municipal,,Abuja,9.0832996,7.5332999,low,Nigerian National News,National,Communal clash reported; location not confirmed.,0,1552577648,NGA,Battles,Armed clash
4987881,566,NIG1170,1170,01 December 2003,2003,exact date,Battles,Armed clash,Police Forces of Nigeria (1999-2015),,state forces,Unidentified Armed Group (Nigeria),,political militias,military vs political militia,Western Africa,Nigeria,Oyo,Ibarapa Central,,Arigbajo,7.4333,3.2667,high,All Africa,Regional,Ogun State police and armed men exchanged fire,0,1552577648,NGA,Battles,Armed clash
4987892,566,NIG1169,1169,30 November 2003,2003,exact date,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,political militias,Civilians (Nigeria),,civilians,political militia vs civilians,Western Africa,Nigeria,Lagos,Lagos Island,,Lagos,6.4531002,3.3958001,high,All Africa,Regional,Gunmen shot dead an employee of the Public Affairs Section of the US Consulate General in Lagos,1,1552577648,NGA,Violence against civilians,Attack
4987928,566,NIG1168,1168,26 November 2003,2003,exact date,Battles,Armed clash,Military Forces of Nigeria (1999-2015),,state forces,Unidentified Armed Group (Nigeria),,political militias,military vs political militia,Western Africa,Nigeria,Bayelsa,Sagbama,,Niger Delta,4.8333001,6,medium,Africa Research Bulletin,Regional,The Nigerian Navy rescues a total of 18 oil workers,0,1552577648,NGA,Battles,Armed clash
4987946,566,NIG1167,1167,25 November 2003,2003,exact date,Violence against civilians,Attack,Deebam Militia,,political militias,Civilians (Nigeria),,civilians,political militia vs civilians,Western Africa,Nigeria,Rivers,Port-Harcourt,,Port Harcourt,4.7774,7.0134001,high,Agence France Presse,International,At least seven people have been killed in clashes between two rival street gangs in the southern Nigerian oil city of Port Harcourt.,7,1552577648,NGA,Violence against civilians,Attack
4987994,566,NIG1166,1166,20 November 2003,2003,exact date,Violence against civilians,Attack,Muslim Militia (Nigeria),,identity militias,Civilians (Nigeria),Christian Group (Nigeria),civilians,communal militia vs civilians,Western Africa,Nigeria,Kano,Kano Municipal,,Kano,11.9702,8.5044003,high,Reuters News,International,Islamic militants burn 13 homes or churches after they accused a Christian student of blasphemy.,0,1552577648,NGA,Violence against civilians,Attack
4988004,566,NIG1164,1164,19 November 2003,2003,exact date,Riots,Mob violence,Rioters (Nigeria),Muslim Group (Nigeria),rioters,Rioters (Nigeria),Christian Group (Nigeria),rioters,rioters vs rioters,Western Africa,Nigeria,Jigawa,Jahun,,Jahun,12.0741,9.6279001,low,Associated Press Newswires,International,A church was torched and a person killed as Muslim ans Christian students riot at a girls college in Jigawa State.,1,1552577648,NGA,Riots,Mob violence
4987998,566,NIG1165,1165,19 November 2003,2003,exact date,Battles,Armed clash,Unidentified Armed Group (Nigeria),,political militias,Police Forces of Nigeria (1999-2015),,state forces,military vs political militia,Western Africa,Nigeria,Lagos,Oshodi-Isolo,,Mofoluku,6.5549998,3.3333001,high,The Daily Telegraph,National,Seven police were shot by robbers in the Lagos suburb of Mofoluku.,0,1552577648,NGA,Battles,Armed clash
4988057,566,NIG1163,1163,14 November 2003,2003,exact date,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,political militias,Civilians (Nigeria),,civilians,political militia vs civilians,Western Africa,Nigeria,Zamfara,Gusau,,Gusau,12.1628,6.6613998,high,Xinhua News,International,Armed men kill two civilians in their automobile along the Gusau-Funtua highway outside of the state capital of Zamfara,2,1552577648,NGA,Violence against civilians,Attack
4988117,566,NIG1162,1162,07 November 2003,2003,exact date,Protests,Peaceful protest,Protesters (Nigeria),,protesters,,,0,sole protester action,Western Africa,Nigeria,Kano,Kano Municipal,,Kano,11.9702,8.5044003,high,Agence France Presse,International,Police arrest 26 in Kano who were on the verge of riot as they protested the visit from US President George W. Bush.,0,1552577648,NGA,Protests,Peaceful protest
4988141,566,NIG1161,1161,04 November 2003,2003,exact date,Battles,Armed clash,PDP: Peoples Democratic Party,,political militias,ANPP: All Nigeria Peoples Party,,political militias,political militia vs political militia,Western Africa,Nigeria,Kwara,Ilorin East,,Illorin,8.5,4.5500002,high,Xinhua News,International,Supported of the PDP and the ANPP clash in Ilorin,0,1552577648,NGA,Battles,Armed clash
4988153,566,NIG1160,1160,03 November 2003,2003,exact date,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,political militias,Civilians (Nigeria),,civilians,political militia vs civilians,Western Africa,Nigeria,Imo,Owerri-Municipal,,Owerri,5.4833002,7.0303998,high,All Africa,Regional,Gunmen attack the Secretary to the Imo State Government,0,1552577648,NGA,Violence against civilians,Attack
4988158,566,NIG1159,1159,03 November 2003,2003,exact date,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,political militias,Civilians (Nigeria),,civilians,political militia vs civilians,Western Africa,Nigeria,Imo,Owerri-Municipal,,Owerri,5.4833002,7.0303998,high,All Africa,Regional,Gunmen attack the Deputy Governor of Imo State,0,1552577648,NGA,Violence against civilians,Attack
4988166,566,NIG1158,1158,02 November 2003,2003,exact date,Riots,Mob violence,Rioters (Nigeria),Christian Group (Nigeria),rioters,Rioters (Nigeria),Muslim Group (Nigeria),rioters,rioters vs rioters,Western Africa,Nigeria,Borno,Maiduguri,,Maiduguri,11.8464,13.1603,high,Agence France Presse,International,"Rumours of the staging of a beauty pageant provoked rioting on a Nigerian campus between Muslim and Christian students, leaving one dead and dozens injured.",1,1552577648,NGA,Riots,Mob violence
4988188,566,NIG1157,1157,31 October 2003,2003,exact date,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,political militias,Civilians (Nigeria),Police Forces of Nigeria (1999-2015),civilians,political militia vs civilians,Western Africa,Nigeria,Lagos,Lagos Island,,Lagos,6.4531002,3.3958001,medium,All Africa,Regional,Two police and 8 civilians were shot dead on Lagos Island by armed men of unknown origin.,10,1552577649,NGA,Violence against civilians,Attack
4988208,566,NIG1156,1156,30 October 2003,2003,exact date,Battles,Armed clash,Igbo Ethnic Militia (Nigeria),,identity militias,Yoruba Ethnic Militia (Nigeria),,identity militias,communal militia vs communal militia,Western Africa,Nigeria,Lagos,Lagos Island,,Lagos,6.4531002,3.3958001,high,This Day (Nigeria),Subnational,Five people were critically injured early yesterday when a group of Igbo traders and some Yoruba youths clashed in Ijora area of Lagos.,0,1552577649,NGA,Battles,Armed clash
4988283,566,NIG1154,1154,22 October 2003,2003,exact date,Battles,Armed clash,Ijaw Ethnic Militia (Nigeria),,identity militias,Itsekiri Ethnic Militia (Nigeria),,identity militias,communal militia vs communal militia,Western Africa,Nigeria,Delta,Warri South,,Warri,5.5166998,5.75,high,Associated Press Newswires,International,The communities of Ijaw and Itsekini clash in Warri,0,1552577649,NGA,Battles,Armed clash
4988282,566,NIG1155,1155,22 October 2003,2003,exact date,Battles,Armed clash,Ijaw Ethnic Militia (Nigeria),,identity militias,Urhobo Ethnic Militia (Nigeria),,identity militias,communal militia vs communal militia,Western Africa,Nigeria,Delta,Ughelli South,,Okwagbe,5.3618002,5.7918,high,Reuters News,International,The communities of Ijaw and Urhobo clash in Okwagbe,0,1552577649,NGA,Battles,Armed clash
4988389,566,NIG1153,1153,10 October 2003,2003,exact date,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,political militias,Civilians (Nigeria),,civilians,political militia vs civilians,Western Africa,Nigeria,Edo,Esan West,,Ekpoma,6.7420998,6.1389999,high,Reuters News,International,A college campus gang kills 5 students at Ambrose Alli University.,5,1552577649,NGA,Violence against civilians,Attack
4988440,566,NIG1152,1152,04 October 2003,2003,exact date,Battles,Armed clash,Unidentified Armed Group (Nigeria),,political militias,Military Forces of Nigeria (1999-2015),,state forces,military vs political militia,Western Africa,Nigeria,Plateau,Wase,,Wase,9.1000004,9.9666996,high,All Africa,Regional,Ten are killed in Plateau State after attacked by armed men. The victims included several civilians and military members.,10,1552577649,NGA,Battles,Armed clash
4988449,566,NIG1151,1151,03 October 2003,2003,exact date,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,political militias,Civilians (Nigeria),ANPP: All Nigeria Peoples Party,civilians,political militia vs civilians,Western Africa,Nigeria,Kaduna,Kaduna North,,Kaduna,10.5222,7.4383001,high,All Africa,Regional,The ANPPs Presidential Candidate,0,1552577649,NGA,Violence against civilians,Attack
4988461,566,NIG1150,1150,02 October 2003,2003,exact date,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,political militias,Civilians (Nigeria),ANPP: All Nigeria Peoples Party,civilians,political militia vs civilians,Western Africa,Nigeria,Imo,Owerri-Municipal,,Owerri,5.4833002,7.0303998,high,All Africa,Regional,The opposition candidate of the All Nigeria Peoples Party,0,1552577649,NGA,Violence against civilians,Attack
4988486,566,NIG1149,1149,29 September 2003,2003,exact date,Explosions/Remote violence,Remote explosive/landmine/IED,Police Forces of Nigeria (1999-2015),,state forces,Civilians (Nigeria),,civilians,military vs civilians,Western Africa,Nigeria,Lagos,Lagos Island,,Lagos,6.4531002,3.3958001,high,Agence France Presse,International,A Nigerian policeman was killed in a pipeline explosion near Lagos,1,1552577649,NGA,Explosions/Remote violence,Remote explosive/landmine/IED
4988559,566,NIG1148,1148,16 September 2003,2003,exact date,Violence against civilians,Attack,Military Forces of Nigeria (1999-2015),,state forces,Civilians (Nigeria),,civilians,military vs civilians,Western Africa,Nigeria,Delta,Warri South,,Warri,5.5166998,5.75,high,Xinhua News,International,As a group protests the killing of a boy in Warri,0,1552577649,NGA,Violence against civilians,Attack
4988614,566,NIG1147,1147,08 September 2003,2003,within week,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,political militias,Civilians (Nigeria),,civilians,political militia vs civilians,Western Africa,Nigeria,Ogun,Shagamu,,Shagamu,6.8432002,3.6478,high,All Africa,Regional,Armed men mounted a road block along the Lagos-Benin Expressway in Ogun State and shot a man known as Peter Pan Okeze.,1,1552577649,NGA,Violence against civilians,Attack
4988622,566,NIG1146,1146,07 September 2003,2003,exact date,Violence against civilians,Attack,Police Forces of Nigeria (1999-2015),,state forces,Civilians (Nigeria),,civilians,military vs civilians,Western Africa,Nigeria,Rivers,Port-Harcourt,,Port Harcourt,4.7774,7.0134001,high,All Africa,Regional,Police track down and kill five armed robbers in Port Harcourt.,5,1552577649,NGA,Violence against civilians,Attack
5170525,566,NIG1145,1145,06 September 2003,2003,exact date,Protests,Peaceful protest,Protesters (Nigeria),,protesters,,,0,sole protester action,Western Africa,Nigeria,Borno,Bama,,Bama,11.5221,13.6856,high,Daily Trust,National,"Youths in Bama protest the damage caused the towns main bridge by heavy and overloaded trucks carrying goods to the neighbouring countries from Maiduguri. Transport of goods and wares between Borno, Cameroon and Chad is halted as a result of the disruption.",0,1557782382,NGA,Protests,Peaceful protest
5170524,566,NIG1144,1144,06 September 2003,2003,exact date,Battles,Armed clash,Muslim Militia (Nigeria),,identity militias,Christian Militia (Nigeria),,identity militias,communal militia vs communal militia,Western Africa,Nigeria,Adamawa,Numan,,Numan,9.4666996,12.0333,high,All Africa,Regional,Muslims and Christians clash in Adamawa State,0,1557782382,NGA,Battles,Armed clash
4988652,566,NIG1143,1143,03 September 2003,2003,exact date,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,political militias,Civilians (Nigeria),,civilians,political militia vs civilians,Western Africa,Nigeria,Kaduna,Kachia,,Katari,9.6999998,7.4499998,high,Vanguard (Nigeria),National,Gunmen attack a bus on the Abuja-Kaduna Highway and kill 17 passengers.,17,1552577649,NGA,Violence against civilians,Attack
4988685,566,NIG1142,1142,29 August 2003,2003,exact date,Violence against civilians,Attack,Police Forces of Nigeria (1999-2015),,state forces,Civilians (Nigeria),,civilians,military vs civilians,Western Africa,Nigeria,Federal Capital Territory,Abuja Municipal,,Abuja,9.0832996,7.5332999,high,Xinhua News,International,Police kill three armed robbers in Abuja.,3,1552577649,NGA,Violence against civilians,Attack
4988707,566,NIG1141,1141,26 August 2003,2003,exact date,Battles,Armed clash,OPC: Oodua Peoples Congress,,political militias,Mutiny of OPC: Oodua Peoples Congress,,political militias,political militia vs political militia,Western Africa,Nigeria,Lagos,Lagos Island,,Lagos,6.4531002,3.3958001,high,All Africa,Regional,Rival factions of the OPC clash in Lagos,0,1552577649,NGA,Battles,Armed clash
4988732,566,NIG1140,1140,24 August 2003,2003,exact date,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,political militias,Civilians (Nigeria),,civilians,political militia vs civilians,Western Africa,Nigeria,Enugu,Oji-River,,Oji River Settlement,6.2368002,7.2828002,medium,Agence France Presse,International,A group of armed men attack and kill 10 passengers in a bus near the Oji River in Enugu State.,10,1552577649,NGA,Violence against civilians,Attack
4988739,566,NIG1139,1139,23 August 2003,2003,exact date,Battles,Armed clash,Ijaw Ethnic Militia (Nigeria),,identity militias,Itsekiri Ethnic Militia (Nigeria),,identity militias,communal militia vs communal militia,Western Africa,Nigeria,Bayelsa,Ekeremor,,Ekeremor,5.0556002,5.7800999,high,Agence France Presse,International,Member of the Ijaw community attack Itsekiris in Bayelsa State in an apparent retaliatory strike.,0,1552577649,NGA,Battles,Armed clash
4988745,566,NIG1138,1138,22 August 2003,2003,exact date,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,political militias,Civilians (Nigeria),,civilians,political militia vs civilians,Western Africa,Nigeria,Borno,Kala/Balge,,Kure,11.8389,14.4433,high,Agence France Presse,International,The convoy of the governor of Borno State was attacked by bandits. An aid to the governor was killed,1,1552577649,NGA,Violence against civilians,Attack
4988765,566,NIG1137,1137,20 August 2003,2003,exact date,Battles,Armed clash,Unidentified Armed Group (Nigeria),,political militias,Police Forces of Nigeria (1999-2015),,state forces,military vs political militia,Western Africa,Nigeria,Delta,Burutu,,Forcados River,5.3862,5.3207998,medium,All Africa,Regional,Four police were killed by suspected pirates along the Forcados River in Bayelsa State.,4,1552577649,NGA,Battles,Armed clash
4988787,566,NIG1136,1136,18 August 2003,2003,exact date,Battles,Armed clash,Ijaw Ethnic Militia (Nigeria),,identity militias,Itsekiri Ethnic Militia (Nigeria),,identity militias,communal militia vs communal militia,Western Africa,Nigeria,Delta,Warri South,,Warri,5.5166998,5.75,high,The Globe and Mail,Regional,Four more killed in ethnic Warri gun battles.,4,1552577649,NGA,Battles,Armed clash
4988789,566,NIG1135,1135,17 August 2003,2003,exact date,Battles,Armed clash,Ijaw Ethnic Militia (Nigeria),,identity militias,Itsekiri Ethnic Militia (Nigeria),,identity militias,communal militia vs communal militia,Western Africa,Nigeria,Delta,Warri South,,Warri,5.5166998,5.75,high,The New York Times,International,Four more killed in Warri when ethnic violence leads to arson.,4,1552577649,NGA,Battles,Armed clash
4988804,566,NIG1134,1134,16 August 2003,2003,exact date,Battles,Armed clash,Ijaw Ethnic Militia (Nigeria),,identity militias,Itsekiri Ethnic Militia (Nigeria),,identity militias,communal militia vs communal militia,Western Africa,Nigeria,Delta,Warri South,,Warri,5.5166998,5.75,high,Dow Jones International News,International,Ijaw and Itsekiri communities renew hostilities in Warri claiming 20 lives.,20,1552577649,NGA,Battles,Armed clash
4988808,566,NIG1133,1133,15 August 2003,2003,exact date,Battles,Armed clash,Military Forces of Nigeria (1999-2015),,state forces,Police Forces of Nigeria (1999-2015),,state forces,military vs military,Western Africa,Nigeria,Federal Capital Territory,Abuja Municipal,,Abuja,9.0832996,7.5332999,high,All Africa,Regional,WO persons were feared killed as pandemonium gripped Abuja following a fierce gun duel between a combined team of soldiers and police officers and some Air Force personnel. The trouble stemmed from a checkpoint dispute.,0,1552577649,NGA,Battles,Armed clash
4988821,566,NIG1132,1132,14 August 2003,2003,exact date,Violence against civilians,Attack,Police Forces of Nigeria (1999-2015),,state forces,Civilians (Nigeria),,civilians,military vs civilians,Western Africa,Nigeria,Anambra,Awka South,,Awka,6.2101002,7.0741,high,All Africa,Regional,Anambra State police have kill two suspected armed robbers in Awka,2,1552577649,NGA,Violence against civilians,Attack
4988961,566,NIG1130,1130,04 August 2003,2003,exact date,Battles,Armed clash,Unidentified Armed Group (Nigeria),,political militias,AD: Alliance for Democracy,,political militias,political militia vs political militia,Western Africa,Nigeria,Lagos,Mushin,,Mushin,6.5263,3.3571,high,All Africa,Regional,Packing weapons,0,1552577649,NGA,Battles,Armed clash
4988962,566,NIG1131,1131,04 August 2003,2003,exact date,Battles,Armed clash,Ijaw Ethnic Militia (Nigeria),,identity militias,Itsekiri Ethnic Militia (Nigeria),,identity militias,communal militia vs communal militia,Western Africa,Nigeria,Delta,Warri South,,Warri,5.5166998,5.75,high,All Africa,Regional,Ijaw and Itsekiri clash in Warri,0,1552577649,NGA,Battles,Armed clash
4988975,566,NIG1129,1129,03 August 2003,2003,exact date,Battles,Armed clash,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),identity militias,Tarok Ethnic Militia (Nigeria),,identity militias,communal militia vs communal militia,Western Africa,Nigeria,Plateau,Bokkos,,Mangar,9.1999998,8.6999998,high,Associated Press Newswires,International,Members of two ethnic groups in Plateau State lost a total of 14 when they clashed over land.,14,1552577649,NGA,Battles,Armed clash
4988985,566,NIG1128,1128,02 August 2003,2003,exact date,Violence against civilians,Attack,ANPP: All Nigeria Peoples Party,,political militias,Civilians (Nigeria),PDP: Peoples Democratic Party,civilians,political militia vs civilians,Western Africa,Nigeria,Gombe,Gombe,,Gombe,10.2897,11.1673,high,This Day (Nigeria),Subnational,Members of the ANPP attack and kill the Minister of State for Mines and Power and governorship candidate,1,1552577649,NGA,Violence against civilians,Attack
4989008,566,NIG1127,1127,31 July 2003,2003,exact date,Riots,Mob violence,Rioters (Nigeria),NURTW: National Union of Road Transport Workers,rioters,Rioters (Nigeria),NURTW: National Union of Road Transport Workers,rioters,rioters vs rioters,Western Africa,Nigeria,Ondo,Ondo West,,Ondo,7.0932002,4.8353,high,All Africa,Regional,Three die and many others injured as sects of opposing viewpoints within the NURTW clash in a violent brawl in Ondo City.,3,1552577650,NGA,Riots,Mob violence
4989024,566,NIG1126,1126,29 July 2003,2003,exact date,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,political militias,Civilians (Nigeria),,civilians,political militia vs civilians,Western Africa,Nigeria,Delta,Burutu,,Burutu,5.3509002,5.5075998,high,All Africa,Regional,Armed men kill 11 outside Burutu,11,1552577650,NGA,Violence against civilians,Attack
4989040,566,NIG1125,1125,28 July 2003,2003,exact date,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,political militias,Civilians (Nigeria),Christian Group (Nigeria),civilians,political militia vs civilians,Western Africa,Nigeria,Ebonyi,Ebonyi,,Abakaliki,6.3162999,8.1169004,high,This Day (Nigeria),Subnational,An unidentified group attacks Chrisitans in Abakaliki.,0,1552577650,NGA,Violence against civilians,Attack
4989071,566,NIG1124,1124,25 July 2003,2003,exact date,Battles,Armed clash,Ijaw Ethnic Militia (Nigeria),,identity militias,Itsekiri Ethnic Militia (Nigeria),,identity militias,communal militia vs communal militia,Western Africa,Nigeria,Delta,Warri South,,Warri,5.5166998,5.75,high,Agence France Presse,International,Ijaw and Itsekiri communities clash in Warri.,0,1552577650,NGA,Battles,Armed clash
4989110,566,NIG1123,1123,22 July 2003,2003,exact date,Battles,Armed clash,Ekpedo Ethnic Militia (Nigeria),,identity militias,Ogoni Ethnic Militia (Nigeria),,identity militias,communal militia vs communal militia,Western Africa,Nigeria,Edo,Esan West,,Ekpoma,6.7420998,6.1389999,high,All Africa,Regional,One was killed when fresh violence renews between the Ekpedo and Ogori Communities in Edo State.,1,1552577650,NGA,Battles,Armed clash
4989147,566,NIG1122,1122,19 July 2003,2003,exact date,Violence against civilians,Attack,Police Forces of Nigeria (1999-2015),,state forces,Civilians (Nigeria),ANPP: All Nigeria Peoples Party,civilians,military vs civilians,Western Africa,Nigeria,Bayelsa,Southern Ijaw,,Oporoma,4.8046999,6.0788999,high,Reuters News,International,Police shot and killed six ANPP supporters to an effort to disperse them.,6,1552577650,NGA,Violence against civilians,Attack
4989165,566,NIG1121,1121,17 July 2003,2003,exact date,Protests,Protest with intervention,Protesters (Nigeria),ANPP: All Nigeria Peoples Party,protesters,Police Forces of Nigeria (1999-2015),,state forces,military vs protesters,Western Africa,Nigeria,Bauchi,Bauchi,,Bauchi,10.3134,9.8432999,high,All Africa,Regional,Police fire canisters of tear gas into crowds of ANPP supporters to disperse them following their losing of an election in Bauchi.,0,1552577650,NGA,Protests,Protest with intervention
